"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Forsyth County, GA"	"13117"	"Not Stated"	"9"	Suppressed
	"Fulton County, GA"	"13121"	"Vaginal"	"1"	7101
	"Fulton County, GA"	"13121"	"Cesarean"	"2"	3081
	"Fulton County, GA"	"13121"	"Not Stated"	"9"	25
	"Gwinnett County, GA"	"13135"	"Vaginal"	"1"	6424
	"Gwinnett County, GA"	"13135"	"Cesarean"	"2"	2723
	"Gwinnett County, GA"	"13135"	"Not Stated"	"9"	16
	"Hall County, GA"	"13139"	"Vaginal"	"1"	1653
	"Hall County, GA"	"13139"	"Cesarean"	"2"	619
	"Hall County, GA"	"13139"	"Not Stated"	"9"	Suppressed
	"Henry County, GA"	"13151"	"Vaginal"	"1"	1425
	"Henry County, GA"	"13151"	"Cesarean"	"2"	506
	"Henry County, GA"	"13151"	"Not Stated"	"9"	Suppressed
	"Houston County, GA"	"13153"	"Vaginal"	"1"	1078
	"Houston County, GA"	"13153"	"Cesarean"	"2"	486
	"Houston County, GA"	"13153"	"Not Stated"	"9"	Suppressed
	"Lowndes County, GA"	"13185"	"Vaginal"	"1"	888
	"Lowndes County, GA"	"13185"	"Cesarean"	"2"	428
	"Lowndes County, GA"	"13185"	"Not Stated"	"9"	Suppressed
	"Muscogee County, GA"	"13215"	"Vaginal"	"1"	1506
	"Muscogee County, GA"	"13215"	"Cesarean"	"2"	688
	"Muscogee County, GA"	"13215"	"Not Stated"	"9"	Suppressed
	"Paulding County, GA"	"13223"	"Vaginal"	"1"	910
	"Paulding County, GA"	"13223"	"Cesarean"	"2"	373
	"Paulding County, GA"	"13223"	"Not Stated"	"9"	Suppressed
	"Richmond County, GA"	"13245"	"Vaginal"	"1"	1591
	"Richmond County, GA"	"13245"	"Cesarean"	"2"	707
	"Richmond County, GA"	"13245"	"Not Stated"	"9"	Suppressed
	"Whitfield County, GA"	"13313"	"Vaginal"	"1"	767
	"Whitfield County, GA"	"13313"	"Cesarean"	"2"	351
	"Whitfield County, GA"	"13313"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, GA"	"13999"	"Vaginal"	"1"	21901
	"Unidentified Counties, GA"	"13999"	"Cesarean"	"2"	10705
	"Unidentified Counties, GA"	"13999"	"Not Stated"	"9"	28
	"Hawaii County, HI"	"15001"	"Vaginal"	"1"	1152
	"Hawaii County, HI"	"15001"	"Cesarean"	"2"	505
	"Hawaii County, HI"	"15001"	"Not Stated"	"9"	Suppressed
	"Honolulu County, HI"	"15003"	"Vaginal"	"1"	7806
	"Honolulu County, HI"	"15003"	"Cesarean"	"2"	2230
	"Honolulu County, HI"	"15003"	"Not Stated"	"9"	Suppressed
	"Maui County, HI"	"15009"	"Vaginal"	"1"	1045
	"Maui County, HI"	"15009"	"Cesarean"	"2"	326
	"Maui County, HI"	"15009"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, HI"	"15999"	"Vaginal"	"1"	487
	"Unidentified Counties, HI"	"15999"	"Cesarean"	"2"	154
	"Unidentified Counties, HI"	"15999"	"Not Stated"	"9"	Suppressed
	"Ada County, ID"	"16001"	"Vaginal"	"1"	3265
	"Ada County, ID"	"16001"	"Cesarean"	"2"	847
	"Ada County, ID"	"16001"	"Not Stated"	"9"	Suppressed
	"Bonneville County, ID"	"16019"	"Vaginal"	"1"	1192
	"Bonneville County, ID"	"16019"	"Cesarean"	"2"	327
	"Bonneville County, ID"	"16019"	"Not Stated"	"9"	Suppressed
	"Canyon County, ID"	"16027"	"Vaginal"	"1"	1870
	"Canyon County, ID"	"16027"	"Cesarean"	"2"	575
	"Canyon County, ID"	"16027"	"Not Stated"	"9"	Suppressed
	"Kootenai County, ID"	"16055"	"Vaginal"	"1"	1038
	"Kootenai County, ID"	"16055"	"Cesarean"	"2"	371
	"Kootenai County, ID"	"16055"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, ID"	"16999"	"Vaginal"	"1"	6595
	"Unidentified Counties, ID"	"16999"	"Cesarean"	"2"	1909
	"Unidentified Counties, ID"	"16999"	"Not Stated"	"9"	Suppressed
	"Champaign County, IL"	"17019"	"Vaginal"	"1"	1360
	"Champaign County, IL"	"17019"	"Cesarean"	"2"	585
	"Champaign County, IL"	"17019"	"Not Stated"	"9"	Suppressed
	"Cook County, IL"	"17031"	"Vaginal"	"1"	39241
	"Cook County, IL"	"17031"	"Cesarean"	"2"	14873
	"Cook County, IL"	"17031"	"Not Stated"	"9"	61
	"DeKalb County, IL"	"17037"	"Vaginal"	"1"	691
	"DeKalb County, IL"	"17037"	"Cesarean"	"2"	291
	"DeKalb County, IL"	"17037"	"Not Stated"	"9"	Suppressed
	"DuPage County, IL"	"17043"	"Vaginal"	"1"	6361
	"DuPage County, IL"	"17043"	"Cesarean"	"2"	2543
	"DuPage County, IL"	"17043"	"Not Stated"	"9"	Suppressed
	"Kane County, IL"	"17089"	"Vaginal"	"1"	3832
	"Kane County, IL"	"17089"	"Cesarean"	"2"	1552
	"Kane County, IL"	"17089"	"Not Stated"	"9"	Suppressed
	"Kankakee County, IL"	"17091"	"Vaginal"	"1"	789
	"Kankakee County, IL"	"17091"	"Cesarean"	"2"	261
	"Kankakee County, IL"	"17091"	"Not Stated"	"9"	Suppressed
	"Kendall County, IL"	"17093"	"Vaginal"	"1"	871
	"Kendall County, IL"	"17093"	"Cesarean"	"2"	410
	"Kendall County, IL"	"17093"	"Not Stated"	"9"	Suppressed
	"Lake County, IL"	"17097"	"Vaginal"	"1"	4342
	"Lake County, IL"	"17097"	"Cesarean"	"2"	1856
	"Lake County, IL"	"17097"	"Not Stated"	"9"	Suppressed
	"LaSalle County, IL"	"17099"	"Vaginal"	"1"	730
	"LaSalle County, IL"	"17099"	"Cesarean"	"2"	273
	"LaSalle County, IL"	"17099"	"Not Stated"	"9"	Suppressed
	"McHenry County, IL"	"17111"	"Vaginal"	"1"	1961
	"McHenry County, IL"	"17111"	"Cesarean"	"2"	742
	"McHenry County, IL"	"17111"	"Not Stated"	"9"	Suppressed
	"McLean County, IL"	"17113"	"Vaginal"	"1"	1117
	"McLean County, IL"	"17113"	"Cesarean"	"2"	600
	"McLean County, IL"	"17113"	"Not Stated"	"9"	Suppressed
	"Macon County, IL"	"17115"	"Vaginal"	"1"	720
	"Macon County, IL"	"17115"	"Cesarean"	"2"	362
	"Macon County, IL"	"17115"	"Not Stated"	"9"	Suppressed
	"Madison County, IL"	"17119"	"Vaginal"	"1"	1824
	"Madison County, IL"	"17119"	"Cesarean"	"2"	668
	"Madison County, IL"	"17119"	"Not Stated"	"9"	Suppressed
	"Peoria County, IL"	"17143"	"Vaginal"	"1"	1489
	"Peoria County, IL"	"17143"	"Cesarean"	"2"	614
	"Peoria County, IL"	"17143"	"Not Stated"	"9"	Suppressed
	"Rock Island County, IL"	"17161"	"Vaginal"	"1"	1081
	"Rock Island County, IL"	"17161"	"Cesarean"	"2"	441
	"Rock Island County, IL"	"17161"	"Not Stated"	"9"	Suppressed
	"St. Clair County, IL"	"17163"	"Vaginal"	"1"	1918
	"St. Clair County, IL"	"17163"	"Cesarean"	"2"	737
	"St. Clair County, IL"	"17163"	"Not Stated"	"9"	Suppressed
	"Sangamon County, IL"	"17167"	"Vaginal"	"1"	1338
	"Sangamon County, IL"	"17167"	"Cesarean"	"2"	450
	"Sangamon County, IL"	"17167"	"Not Stated"	"9"	Suppressed
	"Tazewell County, IL"	"17179"	"Vaginal"	"1"	925
	"Tazewell County, IL"	"17179"	"Cesarean"	"2"	324
	"Tazewell County, IL"	"17179"	"Not Stated"	"9"	Suppressed
	"Will County, IL"	"17197"	"Vaginal"	"1"	4289
	"Will County, IL"	"17197"	"Cesarean"	"2"	1983
	"Will County, IL"	"17197"	"Not Stated"	"9"	Suppressed
	"Winnebago County, IL"	"17201"	"Vaginal"	"1"	1871
	"Winnebago County, IL"	"17201"	"Cesarean"	"2"	912
	"Winnebago County, IL"	"17201"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, IL"	"17999"	"Vaginal"	"1"	12913
	"Unidentified Counties, IL"	"17999"	"Cesarean"	"2"	5114
	"Unidentified Counties, IL"	"17999"	"Not Stated"	"9"	Suppressed
	"Allen County, IN"	"18003"	"Vaginal"	"1"	3265
	"Allen County, IN"	"18003"	"Cesarean"	"2"	1030
	"Allen County, IN"	"18003"	"Not Stated"	"9"	Suppressed
	"Clark County, IN"	"18019"	"Vaginal"	"1"	887
	"Clark County, IN"	"18019"	"Cesarean"	"2"	335
	"Clark County, IN"	"18019"	"Not Stated"	"9"	Suppressed
	"Delaware County, IN"	"18035"	"Vaginal"	"1"	820
	"Delaware County, IN"	"18035"	"Cesarean"	"2"	170
	"Delaware County, IN"	"18035"	"Not Stated"	"9"	Suppressed
	"Elkhart County, IN"	"18039"	"Vaginal"	"1"	1763
	"Elkhart County, IN"	"18039"	"Cesarean"	"2"	659
	"Elkhart County, IN"	"18039"	"Not Stated"	"9"	Suppressed
	"Hamilton County, IN"	"18057"	"Vaginal"	"1"	2281
	"Hamilton County, IN"	"18057"	"Cesarean"	"2"	953
	"Hamilton County, IN"	"18057"	"Not Stated"	"9"	Suppressed
	"Hendricks County, IN"	"18063"	"Vaginal"	"1"	1037
	"Hendricks County, IN"	"18063"	"Cesarean"	"2"	426
	"Hendricks County, IN"	"18063"	"Not Stated"	"9"	Suppressed
	"Johnson County, IN"	"18081"	"Vaginal"	"1"	1076
	"Johnson County, IN"	"18081"	"Cesarean"	"2"	461
	"Johnson County, IN"	"18081"	"Not Stated"	"9"	Suppressed
	"Lake County, IN"	"18089"	"Vaginal"	"1"	3464
	"Lake County, IN"	"18089"	"Cesarean"	"2"	1414
	"Lake County, IN"	"18089"	"Not Stated"	"9"	Suppressed
	"La Porte County, IN"	"18091"	"Vaginal"	"1"	757
	"La Porte County, IN"	"18091"	"Cesarean"	"2"	294
	"La Porte County, IN"	"18091"	"Not Stated"	"9"	Suppressed
	"Madison County, IN"	"18095"	"Vaginal"	"1"	866
	"Madison County, IN"	"18095"	"Cesarean"	"2"	399
	"Madison County, IN"	"18095"	"Not Stated"	"9"	Suppressed
	"Marion County, IN"	"18097"	"Vaginal"	"1"	8534
	"Marion County, IN"	"18097"	"Cesarean"	"2"	3095
	"Marion County, IN"	"18097"	"Not Stated"	"9"	Suppressed
	"Monroe County, IN"	"18105"	"Vaginal"	"1"	816
	"Monroe County, IN"	"18105"	"Cesarean"	"2"	305
	"Monroe County, IN"	"18105"	"Not Stated"	"9"	Suppressed
	"Porter County, IN"	"18127"	"Vaginal"	"1"	1023
	"Porter County, IN"	"18127"	"Cesarean"	"2"	403
	"Porter County, IN"	"18127"	"Not Stated"	"9"	Suppressed
	"St. Joseph County, IN"	"18141"	"Vaginal"	"1"	2132
	"St. Joseph County, IN"	"18141"	"Cesarean"	"2"	753
	"St. Joseph County, IN"	"18141"	"Not Stated"	"9"	Suppressed
	"Tippecanoe County, IN"	"18157"	"Vaginal"	"1"	1488
	"Tippecanoe County, IN"	"18157"	"Cesarean"	"2"	456
	"Tippecanoe County, IN"	"18157"	"Not Stated"	"9"	Suppressed
	"Vanderburgh County, IN"	"18163"	"Vaginal"	"1"	1242
	"Vanderburgh County, IN"	"18163"	"Cesarean"	"2"	614
	"Vanderburgh County, IN"	"18163"	"Not Stated"	"9"	Suppressed
	"Vigo County, IN"	"18167"	"Vaginal"	"1"	715
	"Vigo County, IN"	"18167"	"Cesarean"	"2"	336
	"Vigo County, IN"	"18167"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, IN"	"18999"	"Vaginal"	"1"	16521
	"Unidentified Counties, IN"	"18999"	"Cesarean"	"2"	6651
	"Unidentified Counties, IN"	"18999"	"Not Stated"	"9"	Suppressed
	"Black Hawk County, IA"	"19013"	"Vaginal"	"1"	1130
	"Black Hawk County, IA"	"19013"	"Cesarean"	"2"	292
	"Black Hawk County, IA"	"19013"	"Not Stated"	"9"	Suppressed
	"Johnson County, IA"	"19103"	"Vaginal"	"1"	1184
	"Johnson County, IA"	"19103"	"Cesarean"	"2"	325
	"Johnson County, IA"	"19103"	"Not Stated"	"9"	Suppressed
	"Linn County, IA"	"19113"	"Vaginal"	"1"	1623
	"Linn County, IA"	"19113"	"Cesarean"	"2"	639
	"Linn County, IA"	"19113"	"Not Stated"	"9"	Suppressed
	"Polk County, IA"	"19153"	"Vaginal"	"1"	4052
	"Polk County, IA"	"19153"	"Cesarean"	"2"	1597
	"Polk County, IA"	"19153"	"Not Stated"	"9"	Suppressed
	"Scott County, IA"	"19163"	"Vaginal"	"1"	1331
	"Scott County, IA"	"19163"	"Cesarean"	"2"	452
	"Scott County, IA"	"19163"	"Not Stated"	"9"	Suppressed
	"Woodbury County, IA"	"19193"	"Vaginal"	"1"	898
	"Woodbury County, IA"	"19193"	"Cesarean"	"2"	342
	"Woodbury County, IA"	"19193"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, IA"	"19999"	"Vaginal"	"1"	12682
	"Unidentified Counties, IA"	"19999"	"Cesarean"	"2"	5159
	"Unidentified Counties, IA"	"19999"	"Not Stated"	"9"	Suppressed
	"Douglas County, KS"	"20045"	"Vaginal"	"1"	840
	"Douglas County, KS"	"20045"	"Cesarean"	"2"	269
	"Douglas County, KS"	"20045"	"Not Stated"	"9"	Suppressed
	"Johnson County, KS"	"20091"	"Vaginal"	"1"	4730
	"Johnson County, KS"	"20091"	"Cesarean"	"2"	1675
	"Johnson County, KS"	"20091"	"Not Stated"	"9"	Suppressed
	"Sedgwick County, KS"	"20173"	"Vaginal"	"1"	4534
	"Sedgwick County, KS"	"20173"	"Cesarean"	"2"	1704
	"Sedgwick County, KS"	"20173"	"Not Stated"	"9"	Suppressed
	"Shawnee County, KS"	"20177"	"Vaginal"	"1"	1442
	"Shawnee County, KS"	"20177"	"Cesarean"	"2"	490
	"Shawnee County, KS"	"20177"	"Not Stated"	"9"	Suppressed
	"Wyandotte County, KS"	"20209"	"Vaginal"	"1"	1782
	"Wyandotte County, KS"	"20209"	"Cesarean"	"2"	541
	"Wyandotte County, KS"	"20209"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, KS"	"20999"	"Vaginal"	"1"	10623
	"Unidentified Counties, KS"	"20999"	"Cesarean"	"2"	4529
	"Unidentified Counties, KS"	"20999"	"Not Stated"	"9"	Suppressed
	"Boone County, KY"	"21015"	"Vaginal"	"1"	882
	"Boone County, KY"	"21015"	"Cesarean"	"2"	460
	"Boone County, KY"	"21015"	"Not Stated"	"9"	Suppressed
	"Fayette County, KY"	"21067"	"Vaginal"	"1"	2297
	"Fayette County, KY"	"21067"	"Cesarean"	"2"	998
	"Fayette County, KY"	"21067"	"Not Stated"	"9"	Suppressed
	"Hardin County, KY"	"21093"	"Vaginal"	"1"	791
	"Hardin County, KY"	"21093"	"Cesarean"	"2"	354
	"Hardin County, KY"	"21093"	"Not Stated"	"9"	Suppressed
	"Jefferson County, KY"	"21111"	"Vaginal"	"1"	5411
	"Jefferson County, KY"	"21111"	"Cesarean"	"2"	2366
	"Jefferson County, KY"	"21111"	"Not Stated"	"9"	Suppressed
	"Kenton County, KY"	"21117"	"Vaginal"	"1"	1237
	"Kenton County, KY"	"21117"	"Cesarean"	"2"	531
	"Kenton County, KY"	"21117"	"Not Stated"	"9"	Suppressed
	"Warren County, KY"	"21227"	"Vaginal"	"1"	925
	"Warren County, KY"	"21227"	"Cesarean"	"2"	343
	"Warren County, KY"	"21227"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, KY"	"21999"	"Vaginal"	"1"	17424
	"Unidentified Counties, KY"	"21999"	"Cesarean"	"2"	8886
	"Unidentified Counties, KY"	"21999"	"Not Stated"	"9"	18
	"Ascension Parish, LA"	"22005"	"Vaginal"	"1"	952
	"Ascension Parish, LA"	"22005"	"Cesarean"	"2"	452
	"Ascension Parish, LA"	"22005"	"Not Stated"	"9"	Suppressed
	"Bossier Parish, LA"	"22015"	"Vaginal"	"1"	943
	"Bossier Parish, LA"	"22015"	"Cesarean"	"2"	467
	"Bossier Parish, LA"	"22015"	"Not Stated"	"9"	Suppressed
	"Caddo Parish, LA"	"22017"	"Vaginal"	"1"	1675
	"Caddo Parish, LA"	"22017"	"Cesarean"	"2"	816
	"Caddo Parish, LA"	"22017"	"Not Stated"	"9"	Suppressed
	"Calcasieu Parish, LA"	"22019"	"Vaginal"	"1"	1483
	"Calcasieu Parish, LA"	"22019"	"Cesarean"	"2"	692
	"Calcasieu Parish, LA"	"22019"	"Not Stated"	"9"	Suppressed
	"East Baton Rouge Parish, LA"	"22033"	"Vaginal"	"1"	3533
	"East Baton Rouge Parish, LA"	"22033"	"Cesarean"	"2"	1625
	"East Baton Rouge Parish, LA"	"22033"	"Not Stated"	"9"	Suppressed
	"Jefferson Parish, LA"	"22051"	"Vaginal"	"1"	2987
	"Jefferson Parish, LA"	"22051"	"Cesarean"	"2"	1679
	"Jefferson Parish, LA"	"22051"	"Not Stated"	"9"	Suppressed
	"Lafayette Parish, LA"	"22055"	"Vaginal"	"1"	1843
	"Lafayette Parish, LA"	"22055"	"Cesarean"	"2"	957
	"Lafayette Parish, LA"	"22055"	"Not Stated"	"9"	Suppressed
	"Livingston Parish, LA"	"22063"	"Vaginal"	"1"	1077
	"Livingston Parish, LA"	"22063"	"Cesarean"	"2"	512
	"Livingston Parish, LA"	"22063"	"Not Stated"	"9"	Suppressed
	"Orleans Parish, LA"	"22071"	"Vaginal"	"1"	2535
	"Orleans Parish, LA"	"22071"	"Cesarean"	"2"	1112
	"Orleans Parish, LA"	"22071"	"Not Stated"	"9"	Suppressed
	"Ouachita Parish, LA"	"22073"	"Vaginal"	"1"	1099
	"Ouachita Parish, LA"	"22073"	"Cesarean"	"2"	586
	"Ouachita Parish, LA"	"22073"	"Not Stated"	"9"	Suppressed
	"Rapides Parish, LA"	"22079"	"Vaginal"	"1"	498
	"Rapides Parish, LA"	"22079"	"Cesarean"	"2"	429
	"Rapides Parish, LA"	"22079"	"Not Stated"	"9"	Suppressed
	"St. Tammany Parish, LA"	"22103"	"Vaginal"	"1"	1540
	"St. Tammany Parish, LA"	"22103"	"Cesarean"	"2"	850
	"St. Tammany Parish, LA"	"22103"	"Not Stated"	"9"	Suppressed
	"Tangipahoa Parish, LA"	"22105"	"Vaginal"	"1"	995
	"Tangipahoa Parish, LA"	"22105"	"Cesarean"	"2"	514
	"Tangipahoa Parish, LA"	"22105"	"Not Stated"	"9"	Suppressed
	"Terrebonne Parish, LA"	"22109"	"Vaginal"	"1"	925
	"Terrebonne Parish, LA"	"22109"	"Cesarean"	"2"	514
	"Terrebonne Parish, LA"	"22109"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, LA"	"22999"	"Vaginal"	"1"	9832
	"Unidentified Counties, LA"	"22999"	"Cesarean"	"2"	5836
	"Unidentified Counties, LA"	"22999"	"Not Stated"	"9"	Suppressed
	"Androscoggin County, ME"	"23001"	"Vaginal"	"1"	694
	"Androscoggin County, ME"	"23001"	"Cesarean"	"2"	275
	"Androscoggin County, ME"	"23001"	"Not Stated"	"9"	Suppressed
	"Cumberland County, ME"	"23005"	"Vaginal"	"1"	1610
	"Cumberland County, ME"	"23005"	"Cesarean"	"2"	563
	"Cumberland County, ME"	"23005"	"Not Stated"	"9"	Suppressed
	"Kennebec County, ME"	"23011"	"Vaginal"	"1"	653
	"Kennebec County, ME"	"23011"	"Cesarean"	"2"	297
	"Kennebec County, ME"	"23011"	"Not Stated"	"9"	Suppressed
	"Penobscot County, ME"	"23019"	"Vaginal"	"1"	888
	"Penobscot County, ME"	"23019"	"Cesarean"	"2"	307
	"Penobscot County, ME"	"23019"	"Not Stated"	"9"	Suppressed
	"York County, ME"	"23031"	"Vaginal"	"1"	1128
	"York County, ME"	"23031"	"Cesarean"	"2"	350
	"York County, ME"	"23031"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, ME"	"23999"	"Vaginal"	"1"	2231
	"Unidentified Counties, ME"	"23999"	"Cesarean"	"2"	973
	"Unidentified Counties, ME"	"23999"	"Not Stated"	"9"	Suppressed
	"Anne Arundel County, MD"	"24003"	"Vaginal"	"1"	3703
	"Anne Arundel County, MD"	"24003"	"Cesarean"	"2"	1827
	"Anne Arundel County, MD"	"24003"	"Not Stated"	"9"	Suppressed
	"Baltimore County, MD"	"24005"	"Vaginal"	"1"	5180
	"Baltimore County, MD"	"24005"	"Cesarean"	"2"	2667
	"Baltimore County, MD"	"24005"	"Not Stated"	"9"	21
	"Carroll County, MD"	"24013"	"Vaginal"	"1"	957
	"Carroll County, MD"	"24013"	"Cesarean"	"2"	457
	"Carroll County, MD"	"24013"	"Not Stated"	"9"	Suppressed
	"Cecil County, MD"	"24015"	"Vaginal"	"1"	626
	"Cecil County, MD"	"24015"	"Cesarean"	"2"	243
	"Cecil County, MD"	"24015"	"Not Stated"	"9"	Suppressed
	"Charles County, MD"	"24017"	"Vaginal"	"1"	897
	"Charles County, MD"	"24017"	"Cesarean"	"2"	569
	"Charles County, MD"	"24017"	"Not Stated"	"9"	Suppressed
	"Frederick County, MD"	"24021"	"Vaginal"	"1"	1543
	"Frederick County, MD"	"24021"	"Cesarean"	"2"	689
	"Frederick County, MD"	"24021"	"Not Stated"	"9"	Suppressed
	"Harford County, MD"	"24025"	"Vaginal"	"1"	1490
	"Harford County, MD"	"24025"	"Cesarean"	"2"	691
	"Harford County, MD"	"24025"	"Not Stated"	"9"	Suppressed
	"Howard County, MD"	"24027"	"Vaginal"	"1"	1942
	"Howard County, MD"	"24027"	"Cesarean"	"2"	960
	"Howard County, MD"	"24027"	"Not Stated"	"9"	Suppressed
	"Montgomery County, MD"	"24031"	"Vaginal"	"1"	7172
	"Montgomery County, MD"	"24031"	"Cesarean"	"2"	3512
	"Montgomery County, MD"	"24031"	"Not Stated"	"9"	Suppressed
	"Prince George's County, MD"	"24033"	"Vaginal"	"1"	6300
	"Prince George's County, MD"	"24033"	"Cesarean"	"2"	3303
	"Prince George's County, MD"	"24033"	"Not Stated"	"9"	Suppressed
	"St. Mary's County, MD"	"24037"	"Vaginal"	"1"	859
	"St. Mary's County, MD"	"24037"	"Cesarean"	"2"	290
	"St. Mary's County, MD"	"24037"	"Not Stated"	"9"	Suppressed
	"Washington County, MD"	"24043"	"Vaginal"	"1"	917
	"Washington County, MD"	"24043"	"Cesarean"	"2"	382
	"Washington County, MD"	"24043"	"Not Stated"	"9"	Suppressed
	"Baltimore city, MD"	"24510"	"Vaginal"	"1"	4445
	"Baltimore city, MD"	"24510"	"Cesarean"	"2"	2042
	"Baltimore city, MD"	"24510"	"Not Stated"	"9"	25
	"Unidentified Counties, MD"	"24999"	"Vaginal"	"1"	2926
	"Unidentified Counties, MD"	"24999"	"Cesarean"	"2"	1383
	"Unidentified Counties, MD"	"24999"	"Not Stated"	"9"	Suppressed
	"Barnstable County, MA"	"25001"	"Vaginal"	"1"	828
	"Barnstable County, MA"	"25001"	"Cesarean"	"2"	366
	"Barnstable County, MA"	"25001"	"Not Stated"	"9"	Suppressed
	"Berkshire County, MA"	"25003"	"Vaginal"	"1"	601
	"Berkshire County, MA"	"25003"	"Cesarean"	"2"	224
	"Berkshire County, MA"	"25003"	"Not Stated"	"9"	Suppressed
	"Bristol County, MA"	"25005"	"Vaginal"	"1"	3137
	"Bristol County, MA"	"25005"	"Cesarean"	"2"	1448
	"Bristol County, MA"	"25005"	"Not Stated"	"9"	Suppressed
	"Essex County, MA"	"25009"	"Vaginal"	"1"	4748
	"Essex County, MA"	"25009"	"Cesarean"	"2"	2086
	"Essex County, MA"	"25009"	"Not Stated"	"9"	Suppressed
	"Hampden County, MA"	"25013"	"Vaginal"	"1"	2762
	"Hampden County, MA"	"25013"	"Cesarean"	"2"	1255
	"Hampden County, MA"	"25013"	"Not Stated"	"9"	Suppressed
	"Hampshire County, MA"	"25015"	"Vaginal"	"1"	556
	"Hampshire County, MA"	"25015"	"Cesarean"	"2"	268
	"Hampshire County, MA"	"25015"	"Not Stated"	"9"	Suppressed
	"Middlesex County, MA"	"25017"	"Vaginal"	"1"	10157
	"Middlesex County, MA"	"25017"	"Cesarean"	"2"	4174
	"Middlesex County, MA"	"25017"	"Not Stated"	"9"	Suppressed
	"Norfolk County, MA"	"25021"	"Vaginal"	"1"	4260
	"Norfolk County, MA"	"25021"	"Cesarean"	"2"	1811
	"Norfolk County, MA"	"25021"	"Not Stated"	"9"	Suppressed
	"Plymouth County, MA"	"25023"	"Vaginal"	"1"	2910
	"Plymouth County, MA"	"25023"	"Cesarean"	"2"	1395
	"Plymouth County, MA"	"25023"	"Not Stated"	"9"	Suppressed
	"Suffolk County, MA"	"25025"	"Vaginal"	"1"	5668
	"Suffolk County, MA"	"25025"	"Cesarean"	"2"	1894
	"Suffolk County, MA"	"25025"	"Not Stated"	"9"	Suppressed
	"Worcester County, MA"	"25027"	"Vaginal"	"1"	5007
	"Worcester County, MA"	"25027"	"Cesarean"	"2"	1993
	"Worcester County, MA"	"25027"	"Not Stated"	"9"	Suppressed
	"Unidentified Counties, MA"	"25999"	"Vaginal"	"1"	508
	"Unidentified Counties, MA"	"25999"	"Cesarean"	"2"	169
	"Unidentified Counties, MA"	"25999"	"Not Stated"	"9"	Suppressed
	"Allegan County, MI"	"26005"	"Vaginal"	"1"	785
	"Allegan County, MI"	"26005"	"Cesarean"	"2"	320
	"Allegan County, MI"	"26005"	"Not Stated"	"9"	Suppressed
	"Bay County, MI"	"26017"	"Vaginal"	"1"	599
	"Bay County, MI"	"26017"	"Cesarean"	"2"	234
	"Bay County, MI"	"26017"	"Not Stated"	"9"	Suppressed
	"Berrien County, MI"	"26021"	"Vaginal"	"1"	984
	"Berrien County, MI"	"26021"	"Cesarean"	"2"	400
	"Berrien County, MI"	"26021"	"Not Stated"	"9"	Suppressed
	"Calhoun County, MI"	"26025"	"Vaginal"	"1"	892
	"Calhoun County, MI"	"26025"	"Cesarean"	"2"	385
	"Calhoun County, MI"	"26025"	"Not Stated"	"9"	Suppressed
	"Eaton County, MI"	"26045"	"Vaginal"	"1"	629
	"Eaton County, MI"	"26045"	"Cesarean"	"2"	288
	"Eaton County, MI"	"26045"	"Not Stated"	"9"	Suppressed
	"Genesee County, MI"	"26049"	"Vaginal"	"1"	2320
	"Genesee County, MI"	"26049"	"Cesarean"	"2"	1199
	"Genesee County, MI"	"26049"	"Not Stated"	"9"	Suppressed
	"Ingham County, MI"	"26065"	"Vaginal"	"1"	1770
	"Ingham County, MI"	"26065"	"Cesarean"	"2"	732
	"Ingham County, MI"	"26065"	"Not Stated"	"9"	Suppressed
	"Jackson County, MI"	"26075"	"Vaginal"	"1"	986
	"Jackson County, MI"	"26075"	"Cesarean"	"2"	344
	"Jackson County, MI"	"26075"	"Not Stated"	"9"	Suppressed
	"Kalamazoo County, MI"	"26077"	"Vaginal"	"1"	1826
	"Kalamazoo County, MI"	"26077"	"Cesarean"	"2"	725
	"Kalamazoo County, MI"	"26077"	"Not Stated"	"9"	Suppressed
	"Kent County, MI"	"26081"	"Vaginal"	"1"	5050
	"Kent County, MI"	"26081"	"Cesarean"	"2"	1859
	"Kent County, MI"	"26081"	"Not Stated"	"9"	Suppressed
	"Livingston County, MI"	"26093"	"Vaginal"	"1"	1004
	"Livingston County, MI"	"26093"	"Cesarean"	"2"	430
	"Livingston County, MI"	"26093"	"Not Stated"	"9"	Suppressed
	"Macomb County, MI"	"26099"	"Vaginal"	"1"	5119
	"Macomb County, MI"	"26099"	"Cesarean"	"2"	2361
	"Macomb County, MI"	"26099"	"Not Stated"	"9"	Suppressed
	"Monroe County, MI"	"26115"	"Vaginal"	"1"	842
	"Monroe County, MI"	"26115"	"Cesarean"	"2"	409
	"Monroe County, MI"	"26115"	"Not Stated"	"9"	Suppressed
