"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Unidentified Counties, IN"	"18999"	"Cesarean"	"2"	9898
	"Black Hawk County, IA"	"19013"	"Vaginal"	"1"	1781
	"Black Hawk County, IA"	"19013"	"Cesarean"	"2"	452
	"Johnson County, IA"	"19103"	"Vaginal"	"1"	2031
	"Johnson County, IA"	"19103"	"Cesarean"	"2"	540
	"Linn County, IA"	"19113"	"Vaginal"	"1"	2452
	"Linn County, IA"	"19113"	"Cesarean"	"2"	936
	"Polk County, IA"	"19153"	"Vaginal"	"1"	6133
	"Polk County, IA"	"19153"	"Cesarean"	"2"	2348
	"Scott County, IA"	"19163"	"Vaginal"	"1"	2085
	"Scott County, IA"	"19163"	"Cesarean"	"2"	667
	"Woodbury County, IA"	"19193"	"Vaginal"	"1"	1296
	"Woodbury County, IA"	"19193"	"Cesarean"	"2"	422
	"Unidentified Counties, IA"	"19999"	"Vaginal"	"1"	18210
	"Unidentified Counties, IA"	"19999"	"Cesarean"	"2"	7150
	"Douglas County, KS"	"20045"	"Vaginal"	"1"	655
	"Douglas County, KS"	"20045"	"Cesarean"	"2"	231
	"Johnson County, KS"	"20091"	"Vaginal"	"1"	7511
	"Johnson County, KS"	"20091"	"Cesarean"	"2"	2562
	"Sedgwick County, KS"	"20173"	"Vaginal"	"1"	6378
	"Sedgwick County, KS"	"20173"	"Cesarean"	"2"	2557
	"Shawnee County, KS"	"20177"	"Vaginal"	"1"	2148
	"Shawnee County, KS"	"20177"	"Cesarean"	"2"	706
	"Wyandotte County, KS"	"20209"	"Vaginal"	"1"	2380
	"Wyandotte County, KS"	"20209"	"Cesarean"	"2"	656
	"Unidentified Counties, KS"	"20999"	"Vaginal"	"1"	16008
	"Unidentified Counties, KS"	"20999"	"Cesarean"	"2"	6047
	"Boone County, KY"	"21015"	"Vaginal"	"1"	645
	"Boone County, KY"	"21015"	"Cesarean"	"2"	337
	"Fayette County, KY"	"21067"	"Vaginal"	"1"	3791
	"Fayette County, KY"	"21067"	"Cesarean"	"2"	1669
	"Hardin County, KY"	"21093"	"Vaginal"	"1"	645
	"Hardin County, KY"	"21093"	"Cesarean"	"2"	270
	"Jefferson County, KY"	"21111"	"Vaginal"	"1"	9302
	"Jefferson County, KY"	"21111"	"Cesarean"	"2"	3945
	"Kenton County, KY"	"21117"	"Vaginal"	"1"	1916
	"Kenton County, KY"	"21117"	"Cesarean"	"2"	811
	"Warren County, KY"	"21227"	"Vaginal"	"1"	759
	"Warren County, KY"	"21227"	"Cesarean"	"2"	279
	"Unidentified Counties, KY"	"21999"	"Vaginal"	"1"	30348
	"Unidentified Counties, KY"	"21999"	"Cesarean"	"2"	14443
	"Unidentified Counties, KY"	"21999"	"Not Stated"	"9"	31
	"Ascension Parish, LA"	"22005"	"Vaginal"	"1"	629
	"Ascension Parish, LA"	"22005"	"Cesarean"	"2"	313
	"Bossier Parish, LA"	"22015"	"Vaginal"	"1"	766
	"Bossier Parish, LA"	"22015"	"Cesarean"	"2"	355
	"Caddo Parish, LA"	"22017"	"Vaginal"	"1"	2689
	"Caddo Parish, LA"	"22017"	"Cesarean"	"2"	1389
	"Calcasieu Parish, LA"	"22019"	"Vaginal"	"1"	2309
	"Calcasieu Parish, LA"	"22019"	"Cesarean"	"2"	985
	"East Baton Rouge Parish, LA"	"22033"	"Vaginal"	"1"	5059
	"East Baton Rouge Parish, LA"	"22033"	"Cesarean"	"2"	2306
	"Jefferson Parish, LA"	"22051"	"Vaginal"	"1"	4618
	"Jefferson Parish, LA"	"22051"	"Cesarean"	"2"	2397
	"Lafayette Parish, LA"	"22055"	"Vaginal"	"1"	2987
	"Lafayette Parish, LA"	"22055"	"Cesarean"	"2"	1477
	"Livingston Parish, LA"	"22063"	"Vaginal"	"1"	727
	"Livingston Parish, LA"	"22063"	"Cesarean"	"2"	306
	"Orleans Parish, LA"	"22071"	"Vaginal"	"1"	4214
	"Orleans Parish, LA"	"22071"	"Cesarean"	"2"	1695
	"Ouachita Parish, LA"	"22073"	"Vaginal"	"1"	1809
	"Ouachita Parish, LA"	"22073"	"Cesarean"	"2"	858
	"Rapides Parish, LA"	"22079"	"Vaginal"	"1"	1086
	"Rapides Parish, LA"	"22079"	"Cesarean"	"2"	853
	"St. Tammany Parish, LA"	"22103"	"Vaginal"	"1"	2205
	"St. Tammany Parish, LA"	"22103"	"Cesarean"	"2"	1197
	"Tangipahoa Parish, LA"	"22105"	"Vaginal"	"1"	1479
	"Tangipahoa Parish, LA"	"22105"	"Cesarean"	"2"	793
	"Terrebonne Parish, LA"	"22109"	"Vaginal"	"1"	1295
	"Terrebonne Parish, LA"	"22109"	"Cesarean"	"2"	693
	"Unidentified Counties, LA"	"22999"	"Vaginal"	"1"	17425
	"Unidentified Counties, LA"	"22999"	"Cesarean"	"2"	9755
	"Androscoggin County, ME"	"23001"	"Vaginal"	"1"	1122
	"Androscoggin County, ME"	"23001"	"Cesarean"	"2"	429
	"Cumberland County, ME"	"23005"	"Vaginal"	"1"	3097
	"Cumberland County, ME"	"23005"	"Cesarean"	"2"	1034
	"Kennebec County, ME"	"23011"	"Vaginal"	"1"	1136
	"Kennebec County, ME"	"23011"	"Cesarean"	"2"	475
	"Penobscot County, ME"	"23019"	"Vaginal"	"1"	1530
	"Penobscot County, ME"	"23019"	"Cesarean"	"2"	505
	"York County, ME"	"23031"	"Vaginal"	"1"	2008
	"York County, ME"	"23031"	"Cesarean"	"2"	618
	"Unidentified Counties, ME"	"23999"	"Vaginal"	"1"	3900
	"Unidentified Counties, ME"	"23999"	"Cesarean"	"2"	1527
	"Anne Arundel County, MD"	"24003"	"Vaginal"	"1"	6105
	"Anne Arundel County, MD"	"24003"	"Cesarean"	"2"	3047
	"Anne Arundel County, MD"	"24003"	"Not Stated"	"9"	21
	"Baltimore County, MD"	"24005"	"Vaginal"	"1"	8410
	"Baltimore County, MD"	"24005"	"Cesarean"	"2"	4298
	"Baltimore County, MD"	"24005"	"Not Stated"	"9"	36
	"Carroll County, MD"	"24013"	"Vaginal"	"1"	1418
	"Carroll County, MD"	"24013"	"Cesarean"	"2"	710
	"Cecil County, MD"	"24015"	"Vaginal"	"1"	498
	"Cecil County, MD"	"24015"	"Cesarean"	"2"	175
	"Charles County, MD"	"24017"	"Vaginal"	"1"	1497
	"Charles County, MD"	"24017"	"Cesarean"	"2"	783
	"Frederick County, MD"	"24021"	"Vaginal"	"1"	2346
	"Frederick County, MD"	"24021"	"Cesarean"	"2"	1070
	"Harford County, MD"	"24025"	"Vaginal"	"1"	2413
	"Harford County, MD"	"24025"	"Cesarean"	"2"	1068
	"Harford County, MD"	"24025"	"Not Stated"	"9"	12
	"Howard County, MD"	"24027"	"Vaginal"	"1"	3116
	"Howard County, MD"	"24027"	"Cesarean"	"2"	1560
	"Montgomery County, MD"	"24031"	"Vaginal"	"1"	11475
	"Montgomery County, MD"	"24031"	"Cesarean"	"2"	5907
	"Prince George's County, MD"	"24033"	"Vaginal"	"1"	9541
	"Prince George's County, MD"	"24033"	"Cesarean"	"2"	5228
	"Prince George's County, MD"	"24033"	"Not Stated"	"9"	19
	"St. Mary's County, MD"	"24037"	"Vaginal"	"1"	674
	"St. Mary's County, MD"	"24037"	"Cesarean"	"2"	209
	"Washington County, MD"	"24043"	"Vaginal"	"1"	1410
	"Washington County, MD"	"24043"	"Cesarean"	"2"	555
	"Washington County, MD"	"24043"	"Not Stated"	"9"	34
	"Baltimore city, MD"	"24510"	"Vaginal"	"1"	7702
	"Baltimore city, MD"	"24510"	"Cesarean"	"2"	3441
	"Baltimore city, MD"	"24510"	"Not Stated"	"9"	42
	"Unidentified Counties, MD"	"24999"	"Vaginal"	"1"	5882
	"Unidentified Counties, MD"	"24999"	"Cesarean"	"2"	2500
	"Barnstable County, MA"	"25001"	"Vaginal"	"1"	1435
	"Barnstable County, MA"	"25001"	"Cesarean"	"2"	593
	"Berkshire County, MA"	"25003"	"Vaginal"	"1"	1086
	"Berkshire County, MA"	"25003"	"Cesarean"	"2"	345
	"Bristol County, MA"	"25005"	"Vaginal"	"1"	5449
	"Bristol County, MA"	"25005"	"Cesarean"	"2"	2325
	"Essex County, MA"	"25009"	"Vaginal"	"1"	8743
	"Essex County, MA"	"25009"	"Cesarean"	"2"	3271
	"Hampden County, MA"	"25013"	"Vaginal"	"1"	4815
	"Hampden County, MA"	"25013"	"Cesarean"	"2"	1916
	"Hampshire County, MA"	"25015"	"Vaginal"	"1"	1133
	"Hampshire County, MA"	"25015"	"Cesarean"	"2"	460
	"Middlesex County, MA"	"25017"	"Vaginal"	"1"	19876
	"Middlesex County, MA"	"25017"	"Cesarean"	"2"	7544
	"Middlesex County, MA"	"25017"	"Not Stated"	"9"	14
	"Norfolk County, MA"	"25021"	"Vaginal"	"1"	7869
	"Norfolk County, MA"	"25021"	"Cesarean"	"2"	3156
	"Norfolk County, MA"	"25021"	"Not Stated"	"9"	24
	"Plymouth County, MA"	"25023"	"Vaginal"	"1"	4759
	"Plymouth County, MA"	"25023"	"Cesarean"	"2"	2151
	"Suffolk County, MA"	"25025"	"Vaginal"	"1"	11778
	"Suffolk County, MA"	"25025"	"Cesarean"	"2"	3724
	"Suffolk County, MA"	"25025"	"Not Stated"	"9"	33
	"Worcester County, MA"	"25027"	"Vaginal"	"1"	8535
	"Worcester County, MA"	"25027"	"Cesarean"	"2"	3148
	"Unidentified Counties, MA"	"25999"	"Vaginal"	"1"	958
	"Unidentified Counties, MA"	"25999"	"Cesarean"	"2"	335
	"Allegan County, MI"	"26005"	"Vaginal"	"1"	1104
	"Allegan County, MI"	"26005"	"Cesarean"	"2"	481
	"Bay County, MI"	"26017"	"Vaginal"	"1"	914
	"Bay County, MI"	"26017"	"Cesarean"	"2"	390
	"Berrien County, MI"	"26021"	"Vaginal"	"1"	1607
	"Berrien County, MI"	"26021"	"Cesarean"	"2"	582
	"Calhoun County, MI"	"26025"	"Vaginal"	"1"	1461
	"Calhoun County, MI"	"26025"	"Cesarean"	"2"	559
	"Eaton County, MI"	"26045"	"Vaginal"	"1"	1060
	"Eaton County, MI"	"26045"	"Cesarean"	"2"	471
	"Genesee County, MI"	"26049"	"Vaginal"	"1"	3762
	"Genesee County, MI"	"26049"	"Cesarean"	"2"	1969
	"Ingham County, MI"	"26065"	"Vaginal"	"1"	3128
	"Ingham County, MI"	"26065"	"Cesarean"	"2"	1238
	"Jackson County, MI"	"26075"	"Vaginal"	"1"	1621
	"Jackson County, MI"	"26075"	"Cesarean"	"2"	477
	"Kalamazoo County, MI"	"26077"	"Vaginal"	"1"	2902
	"Kalamazoo County, MI"	"26077"	"Cesarean"	"2"	1184
	"Kent County, MI"	"26081"	"Vaginal"	"1"	7740
	"Kent County, MI"	"26081"	"Cesarean"	"2"	3149
	"Livingston County, MI"	"26093"	"Vaginal"	"1"	1520
	"Livingston County, MI"	"26093"	"Cesarean"	"2"	666
	"Macomb County, MI"	"26099"	"Vaginal"	"1"	8208
	"Macomb County, MI"	"26099"	"Cesarean"	"2"	4204
	"Monroe County, MI"	"26115"	"Vaginal"	"1"	1268
	"Monroe County, MI"	"26115"	"Cesarean"	"2"	621
	"Muskegon County, MI"	"26121"	"Vaginal"	"1"	1712
	"Muskegon County, MI"	"26121"	"Cesarean"	"2"	691
	"Oakland County, MI"	"26125"	"Vaginal"	"1"	12599
	"Oakland County, MI"	"26125"	"Cesarean"	"2"	5764
	"Ottawa County, MI"	"26139"	"Vaginal"	"1"	2824
	"Ottawa County, MI"	"26139"	"Cesarean"	"2"	1147
	"Saginaw County, MI"	"26145"	"Vaginal"	"1"	1968
	"Saginaw County, MI"	"26145"	"Cesarean"	"2"	791
	"St. Clair County, MI"	"26147"	"Vaginal"	"1"	1273
	"St. Clair County, MI"	"26147"	"Cesarean"	"2"	628
	"Washtenaw County, MI"	"26161"	"Vaginal"	"1"	3675
	"Washtenaw County, MI"	"26161"	"Cesarean"	"2"	1385
	"Wayne County, MI"	"26163"	"Vaginal"	"1"	19664
	"Wayne County, MI"	"26163"	"Cesarean"	"2"	8252
	"Unidentified Counties, MI"	"26999"	"Vaginal"	"1"	18481
	"Unidentified Counties, MI"	"26999"	"Cesarean"	"2"	7923
	"Anoka County, MN"	"27003"	"Vaginal"	"1"	3887
	"Anoka County, MN"	"27003"	"Cesarean"	"2"	1243
	"Dakota County, MN"	"27037"	"Vaginal"	"1"	4915
	"Dakota County, MN"	"27037"	"Cesarean"	"2"	1693
	"Hennepin County, MN"	"27053"	"Vaginal"	"1"	17073
	"Hennepin County, MN"	"27053"	"Cesarean"	"2"	5025
	"Olmsted County, MN"	"27109"	"Vaginal"	"1"	2036
	"Olmsted County, MN"	"27109"	"Cesarean"	"2"	640
	"Ramsey County, MN"	"27123"	"Vaginal"	"1"	7270
	"Ramsey County, MN"	"27123"	"Cesarean"	"2"	2170
	"St. Louis County, MN"	"27137"	"Vaginal"	"1"	1872
	"St. Louis County, MN"	"27137"	"Cesarean"	"2"	643
	"Scott County, MN"	"27139"	"Vaginal"	"1"	837
	"Scott County, MN"	"27139"	"Cesarean"	"2"	275
	"Stearns County, MN"	"27145"	"Vaginal"	"1"	1746
	"Stearns County, MN"	"27145"	"Cesarean"	"2"	538
	"Washington County, MN"	"27163"	"Vaginal"	"1"	2642
	"Washington County, MN"	"27163"	"Cesarean"	"2"	898
	"Wright County, MN"	"27171"	"Vaginal"	"1"	674
	"Wright County, MN"	"27171"	"Cesarean"	"2"	250
	"Unidentified Counties, MN"	"27999"	"Vaginal"	"1"	20457
	"Unidentified Counties, MN"	"27999"	"Cesarean"	"2"	7010
	"DeSoto County, MS"	"28033"	"Vaginal"	"1"	1865
	"DeSoto County, MS"	"28033"	"Cesarean"	"2"	842
	"Harrison County, MS"	"28047"	"Vaginal"	"1"	2248
	"Harrison County, MS"	"28047"	"Cesarean"	"2"	1018
	"Hinds County, MS"	"28049"	"Vaginal"	"1"	2344
	"Hinds County, MS"	"28049"	"Cesarean"	"2"	1504
	"Jackson County, MS"	"28059"	"Vaginal"	"1"	1335
	"Jackson County, MS"	"28059"	"Cesarean"	"2"	522
	"Rankin County, MS"	"28121"	"Vaginal"	"1"	1402
	"Rankin County, MS"	"28121"	"Cesarean"	"2"	1018
	"Unidentified Counties, MS"	"28999"	"Vaginal"	"1"	20648
	"Unidentified Counties, MS"	"28999"	"Cesarean"	"2"	10369
	"Unidentified Counties, MS"	"28999"	"Not Stated"	"9"	40
	"Boone County, MO"	"29019"	"Vaginal"	"1"	2060
	"Boone County, MO"	"29019"	"Cesarean"	"2"	918
	"Clay County, MO"	"29047"	"Vaginal"	"1"	2972
	"Clay County, MO"	"29047"	"Cesarean"	"2"	1031
	"Franklin County, MO"	"29071"	"Vaginal"	"1"	487
	"Franklin County, MO"	"29071"	"Cesarean"	"2"	244
	"Greene County, MO"	"29077"	"Vaginal"	"1"	3484
	"Greene County, MO"	"29077"	"Cesarean"	"2"	1084
	"Greene County, MO"	"29077"	"Not Stated"	"9"	46
	"Jackson County, MO"	"29095"	"Vaginal"	"1"	8989
	"Jackson County, MO"	"29095"	"Cesarean"	"2"	2807
	"Jasper County, MO"	"29097"	"Vaginal"	"1"	1393
	"Jasper County, MO"	"29097"	"Cesarean"	"2"	582
	"Jefferson County, MO"	"29099"	"Vaginal"	"1"	2137
	"Jefferson County, MO"	"29099"	"Cesarean"	"2"	1085
	"St. Charles County, MO"	"29183"	"Vaginal"	"1"	4072
	"St. Charles County, MO"	"29183"	"Cesarean"	"2"	1716
	"St. Charles County, MO"	"29183"	"Not Stated"	"9"	16
	"St. Louis County, MO"	"29189"	"Vaginal"	"1"	10021
	"St. Louis County, MO"	"29189"	"Cesarean"	"2"	4586
	"St. Louis County, MO"	"29189"	"Not Stated"	"9"	51
	"St. Louis city, MO"	"29510"	"Vaginal"	"1"	4209
	"St. Louis city, MO"	"29510"	"Cesarean"	"2"	1760
	"St. Louis city, MO"	"29510"	"Not Stated"	"9"	20
	"Unidentified Counties, MO"	"29999"	"Vaginal"	"1"	26836
	"Unidentified Counties, MO"	"29999"	"Cesarean"	"2"	9373
	"Unidentified Counties, MO"	"29999"	"Not Stated"	"9"	154
	"Missoula County, MT"	"30063"	"Vaginal"	"1"	631
	"Missoula County, MT"	"30063"	"Cesarean"	"2"	221
	"Yellowstone County, MT"	"30111"	"Vaginal"	"1"	1821
	"Yellowstone County, MT"	"30111"	"Cesarean"	"2"	683
	"Unidentified Counties, MT"	"30999"	"Vaginal"	"1"	8514
	"Unidentified Counties, MT"	"30999"	"Cesarean"	"2"	3239
	"Douglas County, NE"	"31055"	"Vaginal"	"1"	7534
	"Douglas County, NE"	"31055"	"Cesarean"	"2"	2811
	"Lancaster County, NE"	"31109"	"Vaginal"	"1"	3727
	"Lancaster County, NE"	"31109"	"Cesarean"	"2"	1479
	"Sarpy County, NE"	"31153"	"Vaginal"	"1"	2188
	"Sarpy County, NE"	"31153"	"Cesarean"	"2"	810
	"Unidentified Counties, NE"	"31999"	"Vaginal"	"1"	8851
	"Unidentified Counties, NE"	"31999"	"Cesarean"	"2"	3326
	"Clark County, NV"	"32003"	"Vaginal"	"1"	20333
	"Clark County, NV"	"32003"	"Cesarean"	"2"	10408
	"Washoe County, NV"	"32031"	"Vaginal"	"1"	4738
	"Washoe County, NV"	"32031"	"Cesarean"	"2"	1642
	"Unidentified Counties, NV"	"32999"	"Vaginal"	"1"	3110
	"Unidentified Counties, NV"	"32999"	"Cesarean"	"2"	1027
	"Hillsborough County, NH"	"33011"	"Vaginal"	"1"	4276
	"Hillsborough County, NH"	"33011"	"Cesarean"	"2"	1644
	"Merrimack County, NH"	"33013"	"Vaginal"	"1"	1291
	"Merrimack County, NH"	"33013"	"Cesarean"	"2"	540
	"Rockingham County, NH"	"33015"	"Vaginal"	"1"	2689
	"Rockingham County, NH"	"33015"	"Cesarean"	"2"	1160
	"Strafford County, NH"	"33017"	"Vaginal"	"1"	1246
	"Strafford County, NH"	"33017"	"Cesarean"	"2"	468
	"Unidentified Counties, NH"	"33999"	"Vaginal"	"1"	3031
	"Unidentified Counties, NH"	"33999"	"Cesarean"	"2"	986
	"Atlantic County, NJ"	"34001"	"Vaginal"	"1"	2466
	"Atlantic County, NJ"	"34001"	"Cesarean"	"2"	1485
	"Atlantic County, NJ"	"34001"	"Not Stated"	"9"	18
	"Bergen County, NJ"	"34003"	"Vaginal"	"1"	7890
	"Bergen County, NJ"	"34003"	"Cesarean"	"2"	4973
	"Bergen County, NJ"	"34003"	"Not Stated"	"9"	115
	"Burlington County, NJ"	"34005"	"Vaginal"	"1"	3940
	"Burlington County, NJ"	"34005"	"Cesarean"	"2"	1978
	"Burlington County, NJ"	"34005"	"Not Stated"	"9"	60
	"Camden County, NJ"	"34007"	"Vaginal"	"1"	5587
	"Camden County, NJ"	"34007"	"Cesarean"	"2"	2315
	"Camden County, NJ"	"34007"	"Not Stated"	"9"	43
	"Cape May County, NJ"	"34009"	"Vaginal"	"1"	327
	"Cape May County, NJ"	"34009"	"Cesarean"	"2"	250
	"Cumberland County, NJ"	"34011"	"Vaginal"	"1"	1471
	"Cumberland County, NJ"	"34011"	"Cesarean"	"2"	766
	"Essex County, NJ"	"34013"	"Vaginal"	"1"	8040
	"Essex County, NJ"	"34013"	"Cesarean"	"2"	4216
	"Essex County, NJ"	"34013"	"Not Stated"	"9"	68
	"Gloucester County, NJ"	"34015"	"Vaginal"	"1"	2636
	"Gloucester County, NJ"	"34015"	"Cesarean"	"2"	1269
	"Gloucester County, NJ"	"34015"	"Not Stated"	"9"	13
	"Hudson County, NJ"	"34017"	"Vaginal"	"1"	9731
	"Hudson County, NJ"	"34017"	"Cesarean"	"2"	6047
	"Hudson County, NJ"	"34017"	"Not Stated"	"9"	117
	"Hunterdon County, NJ"	"34019"	"Vaginal"	"1"	836
	"Hunterdon County, NJ"	"34019"	"Cesarean"	"2"	411
	"Mercer County, NJ"	"34021"	"Vaginal"	"1"	3639
	"Mercer County, NJ"	"34021"	"Cesarean"	"2"	1611
	"Middlesex County, NJ"	"34023"	"Vaginal"	"1"	8613
	"Middlesex County, NJ"	"34023"	"Cesarean"	"2"	4469
	"Middlesex County, NJ"	"34023"	"Not Stated"	"9"	71
	"Monmouth County, NJ"	"34025"	"Vaginal"	"1"	4996
	"Monmouth County, NJ"	"34025"	"Cesarean"	"2"	2516
	"Monmouth County, NJ"	"34025"	"Not Stated"	"9"	128
	"Morris County, NJ"	"34027"	"Vaginal"	"1"	4117
	"Morris County, NJ"	"34027"	"Cesarean"	"2"	2436
	"Morris County, NJ"	"34027"	"Not Stated"	"9"	35
	"Ocean County, NJ"	"34029"	"Vaginal"	"1"	5854
	"Ocean County, NJ"	"34029"	"Cesarean"	"2"	2223
	"Ocean County, NJ"	"34029"	"Not Stated"	"9"	61
	"Passaic County, NJ"	"34031"	"Vaginal"	"1"	4929
	"Passaic County, NJ"	"34031"	"Cesarean"	"2"	3348
	"Passaic County, NJ"	"34031"	"Not Stated"	"9"	46
	"Somerset County, NJ"	"34035"	"Vaginal"	"1"	3071
	"Somerset County, NJ"	"34035"	"Cesarean"	"2"	1554
	"Somerset County, NJ"	"34035"	"Not Stated"	"9"	28
	"Sussex County, NJ"	"34037"	"Vaginal"	"1"	1080
	"Sussex County, NJ"	"34037"	"Cesarean"	"2"	610
	"Union County, NJ"	"34039"	"Vaginal"	"1"	5590
	"Union County, NJ"	"34039"	"Cesarean"	"2"	2787
	"Union County, NJ"	"34039"	"Not Stated"	"9"	63
	"Warren County, NJ"	"34041"	"Vaginal"	"1"	851
	"Warren County, NJ"	"34041"	"Cesarean"	"2"	463
	"Unidentified Counties, NJ"	"34999"	"Vaginal"	"1"	893
	"Unidentified Counties, NJ"	"34999"	"Cesarean"	"2"	457
	"Bernalillo County, NM"	"35001"	"Vaginal"	"1"	8112
	"Bernalillo County, NM"	"35001"	"Cesarean"	"2"	1977
	"Dona Ana County, NM"	"35013"	"Vaginal"	"1"	2688
	"Dona Ana County, NM"	"35013"	"Cesarean"	"2"	819
	"Sandoval County, NM"	"35043"	"Vaginal"	"1"	623
	"Sandoval County, NM"	"35043"	"Cesarean"	"2"	168
	"San Juan County, NM"	"35045"	"Vaginal"	"1"	1544
	"San Juan County, NM"	"35045"	"Cesarean"	"2"	495
	"Santa Fe County, NM"	"35049"	"Vaginal"	"1"	1419
	"Santa Fe County, NM"	"35049"	"Cesarean"	"2"	243
	"Unidentified Counties, NM"	"35999"	"Vaginal"	"1"	9984
	"Unidentified Counties, NM"	"35999"	"Cesarean"	"2"	2664
	"Albany County, NY"	"36001"	"Vaginal"	"1"	3071
	"Albany County, NY"	"36001"	"Cesarean"	"2"	1287
	"Bronx County, NY"	"36005"	"Vaginal"	"1"	20009
	"Bronx County, NY"	"36005"	"Cesarean"	"2"	8333
	"Bronx County, NY"	"36005"	"Not Stated"	"9"	15
	"Broome County, NY"	"36007"	"Vaginal"	"1"	1792
	"Broome County, NY"	"36007"	"Cesarean"	"2"	816
	"Chautauqua County, NY"	"36013"	"Vaginal"	"1"	1112
	"Chautauqua County, NY"	"36013"	"Cesarean"	"2"	500
	"Dutchess County, NY"	"36027"	"Vaginal"	"1"	2353
	"Dutchess County, NY"	"36027"	"Cesarean"	"2"	1214
	"Erie County, NY"	"36029"	"Vaginal"	"1"	8923
	"Erie County, NY"	"36029"	"Cesarean"	"2"	4105
	"Jefferson County, NY"	"36045"	"Vaginal"	"1"	2369
	"Jefferson County, NY"	"36045"	"Cesarean"	"2"	555
	"Kings County, NY"	"36047"	"Vaginal"	"1"	39659
	"Kings County, NY"	"36047"	"Cesarean"	"2"	16666
	"Kings County, NY"	"36047"	"Not Stated"	"9"	23
	"Monroe County, NY"	"36055"	"Vaginal"	"1"	7950
	"Monroe County, NY"	"36055"	"Cesarean"	"2"	3043
	"Nassau County, NY"	"36059"	"Vaginal"	"1"	12111
	"Nassau County, NY"	"36059"	"Cesarean"	"2"	6537
	"New York County, NY"	"36061"	"Vaginal"	"1"	24043
	"New York County, NY"	"36061"	"Cesarean"	"2"	10218
	"New York County, NY"	"36061"	"Not Stated"	"9"	17
	"Niagara County, NY"	"36063"	"Vaginal"	"1"	1629
	"Niagara County, NY"	"36063"	"Cesarean"	"2"	1079
	"Oneida County, NY"	"36065"	"Vaginal"	"1"	1982
	"Oneida County, NY"	"36065"	"Cesarean"	"2"	1015
	"Onondaga County, NY"	"36067"	"Vaginal"	"1"	4919
	"Onondaga County, NY"	"36067"	"Cesarean"	"2"	1902
	"Ontario County, NY"	"36069"	"Vaginal"	"1"	987
	"Ontario County, NY"	"36069"	"Cesarean"	"2"	303
	"Orange County, NY"	"36071"	"Vaginal"	"1"	3503
	"Orange County, NY"	"36071"	"Cesarean"	"2"	1538
	"Orange County, NY"	"36071"	"Not Stated"	"9"	35
	"Oswego County, NY"	"36075"	"Vaginal"	"1"	1146
	"Oswego County, NY"	"36075"	"Cesarean"	"2"	452
	"Queens County, NY"	"36081"	"Vaginal"	"1"	30984
	"Queens County, NY"	"36081"	"Cesarean"	"2"	14180
	"Queens County, NY"	"36081"	"Not Stated"	"9"	11
	"Rensselaer County, NY"	"36083"	"Vaginal"	"1"	1604
	"Rensselaer County, NY"	"36083"	"Cesarean"	"2"	623
	"Richmond County, NY"	"36085"	"Vaginal"	"1"	4645
	"Richmond County, NY"	"36085"	"Cesarean"	"2"	2319
	"Rockland County, NY"	"36087"	"Vaginal"	"1"	3067
	"Rockland County, NY"	"36087"	"Cesarean"	"2"	1367
	"Rockland County, NY"	"36087"	"Not Stated"	"9"	63
	"St. Lawrence County, NY"	"36089"	"Vaginal"	"1"	768
	"St. Lawrence County, NY"	"36089"	"Cesarean"	"2"	545
	"Saratoga County, NY"	"36091"	"Vaginal"	"1"	2174
	"Saratoga County, NY"	"36091"	"Cesarean"	"2"	935
	"Schenectady County, NY"	"36093"	"Vaginal"	"1"	1802
	"Schenectady County, NY"	"36093"	"Cesarean"	"2"	710
	"Suffolk County, NY"	"36103"	"Vaginal"	"1"	11909
	"Suffolk County, NY"	"36103"	"Cesarean"	"2"	8022
	"Tompkins County, NY"	"36109"	"Vaginal"	"1"	463
	"Tompkins County, NY"	"36109"	"Cesarean"	"2"	149
	"Ulster County, NY"	"36111"	"Vaginal"	"1"	1386
	"Ulster County, NY"	"36111"	"Cesarean"	"2"	683
	"Westchester County, NY"	"36119"	"Vaginal"	"1"	8871
	"Westchester County, NY"	"36119"	"Cesarean"	"2"	5085
	"Unidentified Counties, NY"	"36999"	"Vaginal"	"1"	16275
	"Unidentified Counties, NY"	"36999"	"Cesarean"	"2"	7005
	"Unidentified Counties, NY"	"36999"	"Not Stated"	"9"	37
	"Alamance County, NC"	"37001"	"Vaginal"	"1"	1595
	"Alamance County, NC"	"37001"	"Cesarean"	"2"	558
	"Brunswick County, NC"	"37019"	"Vaginal"	"1"	497
	"Brunswick County, NC"	"37019"	"Cesarean"	"2"	153
	"Buncombe County, NC"	"37021"	"Vaginal"	"1"	2670
	"Buncombe County, NC"	"37021"	"Cesarean"	"2"	1005
	"Cabarrus County, NC"	"37025"	"Vaginal"	"1"	2021
	"Cabarrus County, NC"	"37025"	"Cesarean"	"2"	792
	"Catawba County, NC"	"37035"	"Vaginal"	"1"	1586
	"Catawba County, NC"	"37035"	"Cesarean"	"2"	502
	"Craven County, NC"	"37049"	"Vaginal"	"1"	759
	"Craven County, NC"	"37049"	"Cesarean"	"2"	224
	"Cumberland County, NC"	"37051"	"Vaginal"	"1"	5438
	"Cumberland County, NC"	"37051"	"Cesarean"	"2"	1556
	"Davidson County, NC"	"37057"	"Vaginal"	"1"	1400
	"Davidson County, NC"	"37057"	"Cesarean"	"2"	589
	"Durham County, NC"	"37063"	"Vaginal"	"1"	4521
