"Notes"	"County"	"County Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Johnson County, IN"	"18081"	"Vaginal"	"1"	4366
	"Johnson County, IN"	"18081"	"Cesarean"	"2"	1735
	"Lake County, IN"	"18089"	"Vaginal"	"1"	13689
	"Lake County, IN"	"18089"	"Cesarean"	"2"	5604
	"La Porte County, IN"	"18091"	"Vaginal"	"1"	2804
	"La Porte County, IN"	"18091"	"Cesarean"	"2"	1219
	"Madison County, IN"	"18095"	"Vaginal"	"1"	3378
	"Madison County, IN"	"18095"	"Cesarean"	"2"	1629
	"Marion County, IN"	"18097"	"Vaginal"	"1"	34165
	"Marion County, IN"	"18097"	"Cesarean"	"2"	12908
	"Monroe County, IN"	"18105"	"Vaginal"	"1"	3131
	"Monroe County, IN"	"18105"	"Cesarean"	"2"	1072
	"Porter County, IN"	"18127"	"Vaginal"	"1"	4161
	"Porter County, IN"	"18127"	"Cesarean"	"2"	1575
	"St. Joseph County, IN"	"18141"	"Vaginal"	"1"	8673
	"St. Joseph County, IN"	"18141"	"Cesarean"	"2"	3104
	"Tippecanoe County, IN"	"18157"	"Vaginal"	"1"	5725
	"Tippecanoe County, IN"	"18157"	"Cesarean"	"2"	1741
	"Vanderburgh County, IN"	"18163"	"Vaginal"	"1"	4916
	"Vanderburgh County, IN"	"18163"	"Cesarean"	"2"	2561
	"Vigo County, IN"	"18167"	"Vaginal"	"1"	2880
	"Vigo County, IN"	"18167"	"Cesarean"	"2"	1332
	"Unidentified Counties, IN"	"18999"	"Vaginal"	"1"	65768
	"Unidentified Counties, IN"	"18999"	"Cesarean"	"2"	28141
	"Black Hawk County, IA"	"19013"	"Vaginal"	"1"	4292
	"Black Hawk County, IA"	"19013"	"Cesarean"	"2"	1192
	"Johnson County, IA"	"19103"	"Vaginal"	"1"	4656
	"Johnson County, IA"	"19103"	"Cesarean"	"2"	1269
	"Linn County, IA"	"19113"	"Vaginal"	"1"	6244
	"Linn County, IA"	"19113"	"Cesarean"	"2"	2463
	"Polk County, IA"	"19153"	"Vaginal"	"1"	15484
	"Polk County, IA"	"19153"	"Cesarean"	"2"	6387
	"Scott County, IA"	"19163"	"Vaginal"	"1"	5293
	"Scott County, IA"	"19163"	"Cesarean"	"2"	1830
	"Woodbury County, IA"	"19193"	"Vaginal"	"1"	3634
	"Woodbury County, IA"	"19193"	"Cesarean"	"2"	1402
	"Unidentified Counties, IA"	"19999"	"Vaginal"	"1"	49773
	"Unidentified Counties, IA"	"19999"	"Cesarean"	"2"	21006
	"Douglas County, KS"	"20045"	"Vaginal"	"1"	1544
	"Douglas County, KS"	"20045"	"Cesarean"	"2"	529
	"Johnson County, KS"	"20091"	"Vaginal"	"1"	18044
	"Johnson County, KS"	"20091"	"Cesarean"	"2"	6474
	"Sedgwick County, KS"	"20173"	"Vaginal"	"1"	17769
	"Sedgwick County, KS"	"20173"	"Cesarean"	"2"	6856
	"Shawnee County, KS"	"20177"	"Vaginal"	"1"	5493
	"Shawnee County, KS"	"20177"	"Cesarean"	"2"	2033
	"Wyandotte County, KS"	"20209"	"Vaginal"	"1"	6890
	"Wyandotte County, KS"	"20209"	"Cesarean"	"2"	2054
	"Unidentified Counties, KS"	"20999"	"Vaginal"	"1"	42236
	"Unidentified Counties, KS"	"20999"	"Cesarean"	"2"	18087
	"Boone County, KY"	"21015"	"Vaginal"	"1"	1843
	"Boone County, KY"	"21015"	"Cesarean"	"2"	879
	"Fayette County, KY"	"21067"	"Vaginal"	"1"	9023
	"Fayette County, KY"	"21067"	"Cesarean"	"2"	4088
	"Hardin County, KY"	"21093"	"Vaginal"	"1"	1662
	"Hardin County, KY"	"21093"	"Cesarean"	"2"	740
	"Jefferson County, KY"	"21111"	"Vaginal"	"1"	21353
	"Jefferson County, KY"	"21111"	"Cesarean"	"2"	9952
	"Jefferson County, KY"	"21111"	"Not Stated"	"9"	10
	"Kenton County, KY"	"21117"	"Vaginal"	"1"	4906
	"Kenton County, KY"	"21117"	"Cesarean"	"2"	2304
	"Warren County, KY"	"21227"	"Vaginal"	"1"	1769
	"Warren County, KY"	"21227"	"Cesarean"	"2"	701
	"Warren County, KY"	"21227"	"Not Stated"	"9"	11
	"Unidentified Counties, KY"	"21999"	"Vaginal"	"1"	73519
	"Unidentified Counties, KY"	"21999"	"Cesarean"	"2"	39105
	"Unidentified Counties, KY"	"21999"	"Not Stated"	"9"	66
	"Ascension Parish, LA"	"22005"	"Vaginal"	"1"	1935
	"Ascension Parish, LA"	"22005"	"Cesarean"	"2"	971
	"Bossier Parish, LA"	"22015"	"Vaginal"	"1"	1860
	"Bossier Parish, LA"	"22015"	"Cesarean"	"2"	927
	"Caddo Parish, LA"	"22017"	"Vaginal"	"1"	6737
	"Caddo Parish, LA"	"22017"	"Cesarean"	"2"	3544
	"Calcasieu Parish, LA"	"22019"	"Vaginal"	"1"	5565
	"Calcasieu Parish, LA"	"22019"	"Cesarean"	"2"	2831
	"East Baton Rouge Parish, LA"	"22033"	"Vaginal"	"1"	13420
	"East Baton Rouge Parish, LA"	"22033"	"Cesarean"	"2"	6780
	"Jefferson Parish, LA"	"22051"	"Vaginal"	"1"	11233
	"Jefferson Parish, LA"	"22051"	"Cesarean"	"2"	6606
	"Lafayette Parish, LA"	"22055"	"Vaginal"	"1"	7158
	"Lafayette Parish, LA"	"22055"	"Cesarean"	"2"	3857
	"Livingston Parish, LA"	"22063"	"Vaginal"	"1"	2104
	"Livingston Parish, LA"	"22063"	"Cesarean"	"2"	1021
	"Orleans Parish, LA"	"22071"	"Vaginal"	"1"	9566
	"Orleans Parish, LA"	"22071"	"Cesarean"	"2"	4250
	"Ouachita Parish, LA"	"22073"	"Vaginal"	"1"	4485
	"Ouachita Parish, LA"	"22073"	"Cesarean"	"2"	2213
	"Rapides Parish, LA"	"22079"	"Vaginal"	"1"	2660
	"Rapides Parish, LA"	"22079"	"Cesarean"	"2"	2394
	"St. Tammany Parish, LA"	"22103"	"Vaginal"	"1"	5481
	"St. Tammany Parish, LA"	"22103"	"Cesarean"	"2"	3473
	"Tangipahoa Parish, LA"	"22105"	"Vaginal"	"1"	3818
	"Tangipahoa Parish, LA"	"22105"	"Cesarean"	"2"	2130
	"Terrebonne Parish, LA"	"22109"	"Vaginal"	"1"	3373
	"Terrebonne Parish, LA"	"22109"	"Cesarean"	"2"	1943
	"Unidentified Counties, LA"	"22999"	"Vaginal"	"1"	44440
	"Unidentified Counties, LA"	"22999"	"Cesarean"	"2"	27405
	"Androscoggin County, ME"	"23001"	"Vaginal"	"1"	2786
	"Androscoggin County, ME"	"23001"	"Cesarean"	"2"	1154
	"Androscoggin County, ME"	"23001"	"Not Stated"	"9"	21
	"Cumberland County, ME"	"23005"	"Vaginal"	"1"	6513
	"Cumberland County, ME"	"23005"	"Cesarean"	"2"	2285
	"Cumberland County, ME"	"23005"	"Not Stated"	"9"	12
	"Kennebec County, ME"	"23011"	"Vaginal"	"1"	2653
	"Kennebec County, ME"	"23011"	"Cesarean"	"2"	1143
	"Penobscot County, ME"	"23019"	"Vaginal"	"1"	3368
	"Penobscot County, ME"	"23019"	"Cesarean"	"2"	1264
	"York County, ME"	"23031"	"Vaginal"	"1"	4330
	"York County, ME"	"23031"	"Cesarean"	"2"	1530
	"Unidentified Counties, ME"	"23999"	"Vaginal"	"1"	8933
	"Unidentified Counties, ME"	"23999"	"Cesarean"	"2"	3793
	"Unidentified Counties, ME"	"23999"	"Not Stated"	"9"	24
	"Anne Arundel County, MD"	"24003"	"Vaginal"	"1"	14595
	"Anne Arundel County, MD"	"24003"	"Cesarean"	"2"	7366
	"Anne Arundel County, MD"	"24003"	"Not Stated"	"9"	51
	"Baltimore County, MD"	"24005"	"Vaginal"	"1"	20515
	"Baltimore County, MD"	"24005"	"Cesarean"	"2"	10188
	"Baltimore County, MD"	"24005"	"Not Stated"	"9"	79
	"Carroll County, MD"	"24013"	"Vaginal"	"1"	3494
	"Carroll County, MD"	"24013"	"Cesarean"	"2"	1741
	"Cecil County, MD"	"24015"	"Vaginal"	"1"	1257
	"Cecil County, MD"	"24015"	"Cesarean"	"2"	501
	"Charles County, MD"	"24017"	"Vaginal"	"1"	3669
	"Charles County, MD"	"24017"	"Cesarean"	"2"	2099
	"Frederick County, MD"	"24021"	"Vaginal"	"1"	6085
	"Frederick County, MD"	"24021"	"Cesarean"	"2"	2738
	"Harford County, MD"	"24025"	"Vaginal"	"1"	5987
	"Harford County, MD"	"24025"	"Cesarean"	"2"	2635
	"Harford County, MD"	"24025"	"Not Stated"	"9"	22
	"Howard County, MD"	"24027"	"Vaginal"	"1"	7568
	"Howard County, MD"	"24027"	"Cesarean"	"2"	3704
	"Montgomery County, MD"	"24031"	"Vaginal"	"1"	28232
	"Montgomery County, MD"	"24031"	"Cesarean"	"2"	14254
	"Montgomery County, MD"	"24031"	"Not Stated"	"9"	17
	"Prince George's County, MD"	"24033"	"Vaginal"	"1"	24088
	"Prince George's County, MD"	"24033"	"Cesarean"	"2"	13364
	"Prince George's County, MD"	"24033"	"Not Stated"	"9"	50
	"St. Mary's County, MD"	"24037"	"Vaginal"	"1"	1663
	"St. Mary's County, MD"	"24037"	"Cesarean"	"2"	636
	"Washington County, MD"	"24043"	"Vaginal"	"1"	3677
	"Washington County, MD"	"24043"	"Cesarean"	"2"	1680
	"Washington County, MD"	"24043"	"Not Stated"	"9"	86
	"Baltimore city, MD"	"24510"	"Vaginal"	"1"	18589
	"Baltimore city, MD"	"24510"	"Cesarean"	"2"	7856
	"Baltimore city, MD"	"24510"	"Not Stated"	"9"	96
	"Unidentified Counties, MD"	"24999"	"Vaginal"	"1"	14451
	"Unidentified Counties, MD"	"24999"	"Cesarean"	"2"	6593
	"Barnstable County, MA"	"25001"	"Vaginal"	"1"	3273
	"Barnstable County, MA"	"25001"	"Cesarean"	"2"	1473
	"Berkshire County, MA"	"25003"	"Vaginal"	"1"	2541
	"Berkshire County, MA"	"25003"	"Cesarean"	"2"	847
	"Bristol County, MA"	"25005"	"Vaginal"	"1"	12057
	"Bristol County, MA"	"25005"	"Cesarean"	"2"	5966
	"Essex County, MA"	"25009"	"Vaginal"	"1"	18445
	"Essex County, MA"	"25009"	"Cesarean"	"2"	8358
	"Hampden County, MA"	"25013"	"Vaginal"	"1"	11904
	"Hampden County, MA"	"25013"	"Cesarean"	"2"	4817
	"Hampshire County, MA"	"25015"	"Vaginal"	"1"	2430
	"Hampshire County, MA"	"25015"	"Cesarean"	"2"	1007
	"Middlesex County, MA"	"25017"	"Vaginal"	"1"	40620
	"Middlesex County, MA"	"25017"	"Cesarean"	"2"	16488
	"Middlesex County, MA"	"25017"	"Not Stated"	"9"	26
	"Norfolk County, MA"	"25021"	"Vaginal"	"1"	16582
	"Norfolk County, MA"	"25021"	"Cesarean"	"2"	7258
	"Norfolk County, MA"	"25021"	"Not Stated"	"9"	39
	"Plymouth County, MA"	"25023"	"Vaginal"	"1"	11098
	"Plymouth County, MA"	"25023"	"Cesarean"	"2"	5612
	"Suffolk County, MA"	"25025"	"Vaginal"	"1"	22865
	"Suffolk County, MA"	"25025"	"Cesarean"	"2"	7583
	"Suffolk County, MA"	"25025"	"Not Stated"	"9"	69
	"Worcester County, MA"	"25027"	"Vaginal"	"1"	20287
	"Worcester County, MA"	"25027"	"Cesarean"	"2"	7801
	"Unidentified Counties, MA"	"25999"	"Vaginal"	"1"	2090
	"Unidentified Counties, MA"	"25999"	"Cesarean"	"2"	759
	"Allegan County, MI"	"26005"	"Vaginal"	"1"	3063
	"Allegan County, MI"	"26005"	"Cesarean"	"2"	1269
	"Bay County, MI"	"26017"	"Vaginal"	"1"	2245
	"Bay County, MI"	"26017"	"Cesarean"	"2"	1008
	"Berrien County, MI"	"26021"	"Vaginal"	"1"	4159
	"Berrien County, MI"	"26021"	"Cesarean"	"2"	1629
	"Calhoun County, MI"	"26025"	"Vaginal"	"1"	3696
	"Calhoun County, MI"	"26025"	"Cesarean"	"2"	1551
	"Eaton County, MI"	"26045"	"Vaginal"	"1"	2530
	"Eaton County, MI"	"26045"	"Cesarean"	"2"	1085
	"Genesee County, MI"	"26049"	"Vaginal"	"1"	9263
	"Genesee County, MI"	"26049"	"Cesarean"	"2"	5230
	"Ingham County, MI"	"26065"	"Vaginal"	"1"	7424
	"Ingham County, MI"	"26065"	"Cesarean"	"2"	2995
	"Jackson County, MI"	"26075"	"Vaginal"	"1"	4126
	"Jackson County, MI"	"26075"	"Cesarean"	"2"	1466
	"Kalamazoo County, MI"	"26077"	"Vaginal"	"1"	7020
	"Kalamazoo County, MI"	"26077"	"Cesarean"	"2"	2979
	"Kent County, MI"	"26081"	"Vaginal"	"1"	20036
	"Kent County, MI"	"26081"	"Cesarean"	"2"	7943
	"Livingston County, MI"	"26093"	"Vaginal"	"1"	3774
	"Livingston County, MI"	"26093"	"Cesarean"	"2"	1599
	"Macomb County, MI"	"26099"	"Vaginal"	"1"	19645
	"Macomb County, MI"	"26099"	"Cesarean"	"2"	10121
	"Monroe County, MI"	"26115"	"Vaginal"	"1"	3309
	"Monroe County, MI"	"26115"	"Cesarean"	"2"	1636
	"Muskegon County, MI"	"26121"	"Vaginal"	"1"	4438
	"Muskegon County, MI"	"26121"	"Cesarean"	"2"	1940
	"Oakland County, MI"	"26125"	"Vaginal"	"1"	29274
	"Oakland County, MI"	"26125"	"Cesarean"	"2"	13110
	"Ottawa County, MI"	"26139"	"Vaginal"	"1"	7685
	"Ottawa County, MI"	"26139"	"Cesarean"	"2"	3179
	"Saginaw County, MI"	"26145"	"Vaginal"	"1"	4947
	"Saginaw County, MI"	"26145"	"Cesarean"	"2"	2197
	"St. Clair County, MI"	"26147"	"Vaginal"	"1"	3233
	"St. Clair County, MI"	"26147"	"Cesarean"	"2"	1570
	"Washtenaw County, MI"	"26161"	"Vaginal"	"1"	8585
	"Washtenaw County, MI"	"26161"	"Cesarean"	"2"	2933
	"Wayne County, MI"	"26163"	"Vaginal"	"1"	51442
	"Wayne County, MI"	"26163"	"Cesarean"	"2"	20648
	"Unidentified Counties, MI"	"26999"	"Vaginal"	"1"	46391
	"Unidentified Counties, MI"	"26999"	"Cesarean"	"2"	21539
	"Unidentified Counties, MI"	"26999"	"Not Stated"	"9"	15
	"Anoka County, MN"	"27003"	"Vaginal"	"1"	10036
	"Anoka County, MN"	"27003"	"Cesarean"	"2"	3214
	"Dakota County, MN"	"27037"	"Vaginal"	"1"	12233
	"Dakota County, MN"	"27037"	"Cesarean"	"2"	4356
	"Hennepin County, MN"	"27053"	"Vaginal"	"1"	39854
	"Hennepin County, MN"	"27053"	"Cesarean"	"2"	11943
	"Hennepin County, MN"	"27053"	"Not Stated"	"9"	32
	"Olmsted County, MN"	"27109"	"Vaginal"	"1"	5447
	"Olmsted County, MN"	"27109"	"Cesarean"	"2"	1580
	"Ramsey County, MN"	"27123"	"Vaginal"	"1"	19162
	"Ramsey County, MN"	"27123"	"Cesarean"	"2"	5112
	"Ramsey County, MN"	"27123"	"Not Stated"	"9"	14
	"St. Louis County, MN"	"27137"	"Vaginal"	"1"	4735
	"St. Louis County, MN"	"27137"	"Cesarean"	"2"	1683
	"Scott County, MN"	"27139"	"Vaginal"	"1"	2279
	"Scott County, MN"	"27139"	"Cesarean"	"2"	729
	"Stearns County, MN"	"27145"	"Vaginal"	"1"	4739
	"Stearns County, MN"	"27145"	"Cesarean"	"2"	1512
	"Washington County, MN"	"27163"	"Vaginal"	"1"	6814
	"Washington County, MN"	"27163"	"Cesarean"	"2"	2305
	"Wright County, MN"	"27171"	"Vaginal"	"1"	2100
	"Wright County, MN"	"27171"	"Cesarean"	"2"	802
	"Unidentified Counties, MN"	"27999"	"Vaginal"	"1"	57786
	"Unidentified Counties, MN"	"27999"	"Cesarean"	"2"	20828
	"DeSoto County, MS"	"28033"	"Vaginal"	"1"	4379
	"DeSoto County, MS"	"28033"	"Cesarean"	"2"	2210
	"Harrison County, MS"	"28047"	"Vaginal"	"1"	5615
	"Harrison County, MS"	"28047"	"Cesarean"	"2"	2641
	"Harrison County, MS"	"28047"	"Not Stated"	"9"	12
	"Hinds County, MS"	"28049"	"Vaginal"	"1"	5680
	"Hinds County, MS"	"28049"	"Cesarean"	"2"	3760
	"Hinds County, MS"	"28049"	"Not Stated"	"9"	22
	"Jackson County, MS"	"28059"	"Vaginal"	"1"	3248
	"Jackson County, MS"	"28059"	"Cesarean"	"2"	1513
	"Jackson County, MS"	"28059"	"Not Stated"	"9"	13
	"Rankin County, MS"	"28121"	"Vaginal"	"1"	3272
	"Rankin County, MS"	"28121"	"Cesarean"	"2"	2400
	"Rankin County, MS"	"28121"	"Not Stated"	"9"	15
	"Unidentified Counties, MS"	"28999"	"Vaginal"	"1"	51123
	"Unidentified Counties, MS"	"28999"	"Cesarean"	"2"	27872
	"Unidentified Counties, MS"	"28999"	"Not Stated"	"9"	116
	"Boone County, MO"	"29019"	"Vaginal"	"1"	4706
	"Boone County, MO"	"29019"	"Cesarean"	"2"	2224
	"Clay County, MO"	"29047"	"Vaginal"	"1"	7242
	"Clay County, MO"	"29047"	"Cesarean"	"2"	2629
	"Clay County, MO"	"29047"	"Not Stated"	"9"	23
	"Franklin County, MO"	"29071"	"Vaginal"	"1"	1252
	"Franklin County, MO"	"29071"	"Cesarean"	"2"	666
	"Greene County, MO"	"29077"	"Vaginal"	"1"	8268
	"Greene County, MO"	"29077"	"Cesarean"	"2"	2853
	"Greene County, MO"	"29077"	"Not Stated"	"9"	122
	"Jackson County, MO"	"29095"	"Vaginal"	"1"	22277
	"Jackson County, MO"	"29095"	"Cesarean"	"2"	7631
	"Jackson County, MO"	"29095"	"Not Stated"	"9"	19
	"Jasper County, MO"	"29097"	"Vaginal"	"1"	3802
	"Jasper County, MO"	"29097"	"Cesarean"	"2"	1540
	"Jefferson County, MO"	"29099"	"Vaginal"	"1"	5379
	"Jefferson County, MO"	"29099"	"Cesarean"	"2"	2817
	"Jefferson County, MO"	"29099"	"Not Stated"	"9"	20
	"St. Charles County, MO"	"29183"	"Vaginal"	"1"	9912
	"St. Charles County, MO"	"29183"	"Cesarean"	"2"	4554
	"St. Charles County, MO"	"29183"	"Not Stated"	"9"	37
	"St. Louis County, MO"	"29189"	"Vaginal"	"1"	24716
	"St. Louis County, MO"	"29189"	"Cesarean"	"2"	11451
	"St. Louis County, MO"	"29189"	"Not Stated"	"9"	132
	"St. Louis city, MO"	"29510"	"Vaginal"	"1"	9871
	"St. Louis city, MO"	"29510"	"Cesarean"	"2"	3892
	"St. Louis city, MO"	"29510"	"Not Stated"	"9"	35
	"Unidentified Counties, MO"	"29999"	"Vaginal"	"1"	68186
	"Unidentified Counties, MO"	"29999"	"Cesarean"	"2"	27573
	"Unidentified Counties, MO"	"29999"	"Not Stated"	"9"	372
	"Missoula County, MT"	"30063"	"Vaginal"	"1"	1332
	"Missoula County, MT"	"30063"	"Cesarean"	"2"	520
	"Yellowstone County, MT"	"30111"	"Vaginal"	"1"	4765
	"Yellowstone County, MT"	"30111"	"Cesarean"	"2"	1773
	"Unidentified Counties, MT"	"30999"	"Vaginal"	"1"	20910
	"Unidentified Counties, MT"	"30999"	"Cesarean"	"2"	8717
	"Douglas County, NE"	"31055"	"Vaginal"	"1"	19914
	"Douglas County, NE"	"31055"	"Cesarean"	"2"	7511
	"Lancaster County, NE"	"31109"	"Vaginal"	"1"	9539
	"Lancaster County, NE"	"31109"	"Cesarean"	"2"	3968
	"Sarpy County, NE"	"31153"	"Vaginal"	"1"	5934
	"Sarpy County, NE"	"31153"	"Cesarean"	"2"	2242
	"Unidentified Counties, NE"	"31999"	"Vaginal"	"1"	25302
	"Unidentified Counties, NE"	"31999"	"Cesarean"	"2"	10580
	"Clark County, NV"	"32003"	"Vaginal"	"1"	52903
	"Clark County, NV"	"32003"	"Cesarean"	"2"	27580
	"Washoe County, NV"	"32031"	"Vaginal"	"1"	11844
	"Washoe County, NV"	"32031"	"Cesarean"	"2"	4428
	"Unidentified Counties, NV"	"32999"	"Vaginal"	"1"	8127
	"Unidentified Counties, NV"	"32999"	"Cesarean"	"2"	3112
	"Hillsborough County, NH"	"33011"	"Vaginal"	"1"	9666
	"Hillsborough County, NH"	"33011"	"Cesarean"	"2"	3904
	"Merrimack County, NH"	"33013"	"Vaginal"	"1"	2944
	"Merrimack County, NH"	"33013"	"Cesarean"	"2"	1288
	"Rockingham County, NH"	"33015"	"Vaginal"	"1"	5872
	"Rockingham County, NH"	"33015"	"Cesarean"	"2"	2724
	"Strafford County, NH"	"33017"	"Vaginal"	"1"	2808
	"Strafford County, NH"	"33017"	"Cesarean"	"2"	1062
	"Unidentified Counties, NH"	"33999"	"Vaginal"	"1"	6908
	"Unidentified Counties, NH"	"33999"	"Cesarean"	"2"	2394
	"Atlantic County, NJ"	"34001"	"Vaginal"	"1"	6211
	"Atlantic County, NJ"	"34001"	"Cesarean"	"2"	3932
	"Atlantic County, NJ"	"34001"	"Not Stated"	"9"	68
	"Bergen County, NJ"	"34003"	"Vaginal"	"1"	18215
	"Bergen County, NJ"	"34003"	"Cesarean"	"2"	11464
	"Bergen County, NJ"	"34003"	"Not Stated"	"9"	266
	"Burlington County, NJ"	"34005"	"Vaginal"	"1"	8977
	"Burlington County, NJ"	"34005"	"Cesarean"	"2"	5004
	"Burlington County, NJ"	"34005"	"Not Stated"	"9"	189
	"Camden County, NJ"	"34007"	"Vaginal"	"1"	13607
	"Camden County, NJ"	"34007"	"Cesarean"	"2"	6148
	"Camden County, NJ"	"34007"	"Not Stated"	"9"	155
	"Cape May County, NJ"	"34009"	"Vaginal"	"1"	818
	"Cape May County, NJ"	"34009"	"Cesarean"	"2"	582
	"Cape May County, NJ"	"34009"	"Not Stated"	"9"	19
	"Cumberland County, NJ"	"34011"	"Vaginal"	"1"	4063
	"Cumberland County, NJ"	"34011"	"Cesarean"	"2"	2185
	"Cumberland County, NJ"	"34011"	"Not Stated"	"9"	12
	"Essex County, NJ"	"34013"	"Vaginal"	"1"	20023
	"Essex County, NJ"	"34013"	"Cesarean"	"2"	11203
	"Essex County, NJ"	"34013"	"Not Stated"	"9"	179
	"Gloucester County, NJ"	"34015"	"Vaginal"	"1"	6127
	"Gloucester County, NJ"	"34015"	"Cesarean"	"2"	3334
	"Gloucester County, NJ"	"34015"	"Not Stated"	"9"	36
	"Hudson County, NJ"	"34017"	"Vaginal"	"1"	19268
	"Hudson County, NJ"	"34017"	"Cesarean"	"2"	12522
	"Hudson County, NJ"	"34017"	"Not Stated"	"9"	285
	"Hunterdon County, NJ"	"34019"	"Vaginal"	"1"	1999
	"Hunterdon County, NJ"	"34019"	"Cesarean"	"2"	985
	"Hunterdon County, NJ"	"34019"	"Not Stated"	"9"	10
	"Mercer County, NJ"	"34021"	"Vaginal"	"1"	9003
	"Mercer County, NJ"	"34021"	"Cesarean"	"2"	4238
	"Mercer County, NJ"	"34021"	"Not Stated"	"9"	50
	"Middlesex County, NJ"	"34023"	"Vaginal"	"1"	19802
	"Middlesex County, NJ"	"34023"	"Cesarean"	"2"	10996
	"Middlesex County, NJ"	"34023"	"Not Stated"	"9"	191
	"Monmouth County, NJ"	"34025"	"Vaginal"	"1"	12485
	"Monmouth County, NJ"	"34025"	"Cesarean"	"2"	6335
	"Monmouth County, NJ"	"34025"	"Not Stated"	"9"	302
	"Morris County, NJ"	"34027"	"Vaginal"	"1"	9452
	"Morris County, NJ"	"34027"	"Cesarean"	"2"	5664
	"Morris County, NJ"	"34027"	"Not Stated"	"9"	76
	"Ocean County, NJ"	"34029"	"Vaginal"	"1"	20283
	"Ocean County, NJ"	"34029"	"Cesarean"	"2"	5740
	"Ocean County, NJ"	"34029"	"Not Stated"	"9"	185
	"Passaic County, NJ"	"34031"	"Vaginal"	"1"	12452
	"Passaic County, NJ"	"34031"	"Cesarean"	"2"	9020
	"Passaic County, NJ"	"34031"	"Not Stated"	"9"	148
	"Somerset County, NJ"	"34035"	"Vaginal"	"1"	7056
	"Somerset County, NJ"	"34035"	"Cesarean"	"2"	3806
	"Somerset County, NJ"	"34035"	"Not Stated"	"9"	79
	"Sussex County, NJ"	"34037"	"Vaginal"	"1"	2549
	"Sussex County, NJ"	"34037"	"Cesarean"	"2"	1498
	"Sussex County, NJ"	"34037"	"Not Stated"	"9"	26
	"Union County, NJ"	"34039"	"Vaginal"	"1"	14149
	"Union County, NJ"	"34039"	"Cesarean"	"2"	7340
	"Union County, NJ"	"34039"	"Not Stated"	"9"	203
	"Warren County, NJ"	"34041"	"Vaginal"	"1"	1994
	"Warren County, NJ"	"34041"	"Cesarean"	"2"	1135
	"Warren County, NJ"	"34041"	"Not Stated"	"9"	15
	"Unidentified Counties, NJ"	"34999"	"Vaginal"	"1"	2335
	"Unidentified Counties, NJ"	"34999"	"Cesarean"	"2"	1270
	"Unidentified Counties, NJ"	"34999"	"Not Stated"	"9"	14
	"Bernalillo County, NM"	"35001"	"Vaginal"	"1"	20257
	"Bernalillo County, NM"	"35001"	"Cesarean"	"2"	5070
	"Dona Ana County, NM"	"35013"	"Vaginal"	"1"	6898
	"Dona Ana County, NM"	"35013"	"Cesarean"	"2"	2458
	"Sandoval County, NM"	"35043"	"Vaginal"	"1"	1821
	"Sandoval County, NM"	"35043"	"Cesarean"	"2"	470
	"San Juan County, NM"	"35045"	"Vaginal"	"1"	4554
	"San Juan County, NM"	"35045"	"Cesarean"	"2"	1539
	"Santa Fe County, NM"	"35049"	"Vaginal"	"1"	3243
	"Santa Fe County, NM"	"35049"	"Cesarean"	"2"	634
	"Unidentified Counties, NM"	"35999"	"Vaginal"	"1"	27222
	"Unidentified Counties, NM"	"35999"	"Cesarean"	"2"	7818
	"Albany County, NY"	"36001"	"Vaginal"	"1"	6967
	"Albany County, NY"	"36001"	"Cesarean"	"2"	3009
	"Bronx County, NY"	"36005"	"Vaginal"	"1"	47641
	"Bronx County, NY"	"36005"	"Cesarean"	"2"	21693
	"Bronx County, NY"	"36005"	"Not Stated"	"9"	33
	"Broome County, NY"	"36007"	"Vaginal"	"1"	4458
	"Broome County, NY"	"36007"	"Cesarean"	"2"	2259
	"Chautauqua County, NY"	"36013"	"Vaginal"	"1"	2807
	"Chautauqua County, NY"	"36013"	"Cesarean"	"2"	1455
	"Dutchess County, NY"	"36027"	"Vaginal"	"1"	5558
	"Dutchess County, NY"	"36027"	"Cesarean"	"2"	2924
	"Erie County, NY"	"36029"	"Vaginal"	"1"	21473
	"Erie County, NY"	"36029"	"Cesarean"	"2"	10313
	"Jefferson County, NY"	"36045"	"Vaginal"	"1"	5396
	"Jefferson County, NY"	"36045"	"Cesarean"	"2"	1558
	"Kings County, NY"	"36047"	"Vaginal"	"1"	97342
	"Kings County, NY"	"36047"	"Cesarean"	"2"	36918
	"Kings County, NY"	"36047"	"Not Stated"	"9"	46
	"Monroe County, NY"	"36055"	"Vaginal"	"1"	18838
	"Monroe County, NY"	"36055"	"Cesarean"	"2"	7514
	"Nassau County, NY"	"36059"	"Vaginal"	"1"	29182
	"Nassau County, NY"	"36059"	"Cesarean"	"2"	16281
	"New York County, NY"	"36061"	"Vaginal"	"1"	41546
	"New York County, NY"	"36061"	"Cesarean"	"2"	18257
	"New York County, NY"	"36061"	"Not Stated"	"9"	29
	"Niagara County, NY"	"36063"	"Vaginal"	"1"	3988
	"Niagara County, NY"	"36063"	"Cesarean"	"2"	2786
	"Oneida County, NY"	"36065"	"Vaginal"	"1"	5232
	"Oneida County, NY"	"36065"	"Cesarean"	"2"	2707
	"Onondaga County, NY"	"36067"	"Vaginal"	"1"	11960
	"Onondaga County, NY"	"36067"	"Cesarean"	"2"	5003
	"Ontario County, NY"	"36069"	"Vaginal"	"1"	2430
	"Ontario County, NY"	"36069"	"Cesarean"	"2"	813
