"Notes"	"County"	"County Code"	"Race"	"Race Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Diabetes"	"Diabetes Code"	"Delivery Method"	"Delivery Method Code"	Births
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	60
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Vaginal"	"1"	11
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	68
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	37
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	14
	"Unidentified Counties, CO"	"08999"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	10
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	57
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	14
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	126
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	48
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	151
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	77
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	10
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	132
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	73
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	54
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	36
	"Fairfield County, CT"	"09001"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	10
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	114
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	20
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	19
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	341
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	98
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	22
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Cesarean"	"2"	13
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	230
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	119
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	20
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Cesarean"	"2"	12
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	131
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	75
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Vaginal"	"1"	12
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Cesarean"	"2"	17
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	38
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	33
	"Hartford County, CT"	"09003"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	11
	"Litchfield County, CT"	"09005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	10
	"Middlesex County, CT"	"09007"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	15
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	102
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	20
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	278
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	92
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	16
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	249
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	95
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	13
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	146
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	65
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Vaginal"	"1"	10
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	52
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	50
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	10
	"New Haven County, CT"	"09009"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	11
	"New London County, CT"	"09011"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	17
	"New London County, CT"	"09011"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	33
	"New London County, CT"	"09011"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	35
	"New London County, CT"	"09011"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	16
	"New London County, CT"	"09011"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	27
	"Windham County, CT"	"09015"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	36
	"Windham County, CT"	"09015"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	11
	"Windham County, CT"	"09015"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	20
	"Windham County, CT"	"09015"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	13
	"Kent County, DE"	"10001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	20
	"Kent County, DE"	"10001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	20
	"Kent County, DE"	"10001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	10
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	33
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	79
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	24
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	89
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	31
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	60
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	26
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	27
	"New Castle County, DE"	"10003"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	15
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	15
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	24
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	22
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	12
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	18
	"Sussex County, DE"	"10005"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	10
	"District of Columbia, DC"	"11001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	25
	"District of Columbia, DC"	"11001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	28
	"District of Columbia, DC"	"11001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	12
	"District of Columbia, DC"	"11001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	14
	"District of Columbia, DC"	"11001"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	10
	"Alachua County, FL"	"12001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	17
	"Alachua County, FL"	"12001"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	11
	"Alachua County, FL"	"12001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	27
	"Alachua County, FL"	"12001"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	12
	"Alachua County, FL"	"12001"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	19
	"Bay County, FL"	"12005"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	17
	"Bay County, FL"	"12005"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	10
	"Bay County, FL"	"12005"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	16
	"Bay County, FL"	"12005"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	23
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	22
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	54
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	16
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	47
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	31
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	42
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	12
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	20
	"Brevard County, FL"	"12009"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	10
	"Broward County, FL"	"12011"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	41
	"Broward County, FL"	"12011"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	14
	"Broward County, FL"	"12011"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	203
	"Broward County, FL"	"12011"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	97
	"Broward County, FL"	"12011"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	10
	"Broward County, FL"	"12011"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Cesarean"	"2"	14
	"Broward County, FL"	"12011"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	296
	"Broward County, FL"	"12011"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	220
	"Broward County, FL"	"12011"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	10
	"Broward County, FL"	"12011"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Cesarean"	"2"	12
	"Broward County, FL"	"12011"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	267
	"Broward County, FL"	"12011"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	230
	"Broward County, FL"	"12011"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	117
	"Broward County, FL"	"12011"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	132
	"Broward County, FL"	"12011"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	23
	"Broward County, FL"	"12011"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	30
	"Charlotte County, FL"	"12015"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	17
	"Charlotte County, FL"	"12015"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	13
	"Clay County, FL"	"12019"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	23
	"Clay County, FL"	"12019"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	16
	"Clay County, FL"	"12019"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	10
	"Collier County, FL"	"12021"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	42
	"Collier County, FL"	"12021"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	23
	"Collier County, FL"	"12021"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	164
	"Collier County, FL"	"12021"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	62
	"Collier County, FL"	"12021"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	150
	"Collier County, FL"	"12021"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	90
	"Collier County, FL"	"12021"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	91
	"Collier County, FL"	"12021"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	71
	"Collier County, FL"	"12021"	"White"	"2106-3"	"35-39 years"	"35-39"	"Yes"	"1"	"Cesarean"	"2"	15
	"Collier County, FL"	"12021"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	43
	"Collier County, FL"	"12021"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	40
	"Duval County, FL"	"12031"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	28
	"Duval County, FL"	"12031"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	111
	"Duval County, FL"	"12031"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	35
	"Duval County, FL"	"12031"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	124
	"Duval County, FL"	"12031"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	38
	"Duval County, FL"	"12031"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	60
	"Duval County, FL"	"12031"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	45
	"Duval County, FL"	"12031"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	40
	"Duval County, FL"	"12031"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	23
	"Escambia County, FL"	"12033"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	29
	"Escambia County, FL"	"12033"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	25
	"Escambia County, FL"	"12033"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	10
	"Escambia County, FL"	"12033"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	16
	"Hernando County, FL"	"12053"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	22
	"Hernando County, FL"	"12053"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	17
	"Hernando County, FL"	"12053"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	18
	"Hernando County, FL"	"12053"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	12
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	180
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	47
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Vaginal"	"1"	16
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"20-24 years"	"20-24"	"Yes"	"1"	"Cesarean"	"2"	11
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	571
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	223
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Vaginal"	"1"	18
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Cesarean"	"2"	11
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	587
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	281
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Vaginal"	"1"	19
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Cesarean"	"2"	13
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	388
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	243
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	172
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	101
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	29
	"Hillsborough County, FL"	"12057"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Cesarean"	"2"	35
	"Indian River County, FL"	"12061"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	24
	"Indian River County, FL"	"12061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	27
	"Indian River County, FL"	"12061"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	13
	"Indian River County, FL"	"12061"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	24
	"Indian River County, FL"	"12061"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	14
	"Lake County, FL"	"12069"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	23
	"Lake County, FL"	"12069"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	72
	"Lake County, FL"	"12069"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	22
	"Lake County, FL"	"12069"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	60
	"Lake County, FL"	"12069"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	25
	"Lake County, FL"	"12069"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	45
	"Lake County, FL"	"12069"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	27
	"Lake County, FL"	"12069"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	18
	"Lee County, FL"	"12071"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	73
	"Lee County, FL"	"12071"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	18
	"Lee County, FL"	"12071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	238
	"Lee County, FL"	"12071"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	72
	"Lee County, FL"	"12071"	"White"	"2106-3"	"25-29 years"	"25-29"	"Yes"	"1"	"Cesarean"	"2"	14
	"Lee County, FL"	"12071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	176
	"Lee County, FL"	"12071"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	136
	"Lee County, FL"	"12071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	149
	"Lee County, FL"	"12071"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	78
	"Lee County, FL"	"12071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	48
	"Lee County, FL"	"12071"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	38
	"Lee County, FL"	"12071"	"White"	"2106-3"	"40-44 years"	"40-44"	"No"	"2"	"Vaginal"	"1"	13
	"Leon County, FL"	"12073"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	10
	"Leon County, FL"	"12073"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	10
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	58
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Cesarean"	"2"	12
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	100
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	33
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	78
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	43
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"30-34 years"	"30-34"	"Yes"	"1"	"Cesarean"	"2"	10
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	49
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	30
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	23
	"Manatee County, FL"	"12081"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Cesarean"	"2"	21
	"Marion County, FL"	"12083"	"White"	"2106-3"	"15-19 years"	"15-19"	"No"	"2"	"Vaginal"	"1"	20
	"Marion County, FL"	"12083"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Vaginal"	"1"	73
	"Marion County, FL"	"12083"	"White"	"2106-3"	"20-24 years"	"20-24"	"No"	"2"	"Cesarean"	"2"	23
	"Marion County, FL"	"12083"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Vaginal"	"1"	55
	"Marion County, FL"	"12083"	"White"	"2106-3"	"25-29 years"	"25-29"	"No"	"2"	"Cesarean"	"2"	33
	"Marion County, FL"	"12083"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Vaginal"	"1"	36
	"Marion County, FL"	"12083"	"White"	"2106-3"	"30-34 years"	"30-34"	"No"	"2"	"Cesarean"	"2"	17
	"Marion County, FL"	"12083"	"White"	"2106-3"	"35-39 years"	"35-39"	"No"	"2"	"Vaginal"	"1"	13
